"Table 1c: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,FEMALES,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01010075,,324,,1,6,6,1,6,2,0,2,1,1,0,0,1,5,2,1,1,5,3,0,1,0,3,7,5,3,5,1,3,1,3,2,2,6,4,2,0,3,2,6,2,6,5,6,3,2,3,5,0,5,3,5,4,4,4,3,9,8,6,6,3,2,8,5,5,4,11,7,4,6,5,4,4,4,5,3,5,4,10,5,3,6,1,2,4,2,1,2,1,2,4
S01010076,,358,,3,5,4,2,1,3,5,0,2,4,1,3,6,7,8,8,3,2,0,4,4,5,3,4,9,10,9,3,8,1,2,6,4,3,6,3,4,5,0,3,2,4,7,8,5,12,6,3,8,7,5,8,5,6,7,3,7,5,3,3,1,2,2,5,5,3,5,3,7,4,1,4,4,4,1,3,3,2,5,5,1,1,2,4,0,1,1,1,0,0,1
S01010077,,322,,0,1,0,0,3,1,1,2,5,6,3,2,0,4,4,4,2,7,6,6,6,1,3,4,3,2,2,1,1,7,6,3,6,4,2,4,7,0,4,5,5,2,3,9,8,6,8,2,4,8,6,4,3,4,7,6,4,6,6,4,3,3,9,7,4,4,2,5,3,3,5,3,6,3,1,0,2,2,0,7,5,3,2,1,1,1,0,1,1,0,2
S01010078,,309,,4,0,0,3,4,2,3,0,1,10,1,4,5,2,9,4,7,5,6,5,4,0,1,3,2,3,1,2,6,2,3,2,2,2,1,0,1,5,5,5,5,4,3,8,3,7,8,2,7,9,6,8,6,6,9,4,6,12,5,5,6,5,3,9,2,2,2,2,1,5,3,2,2,2,2,2,2,1,1,1,0,1,0,0,0,1,1,0,1,0,2
S01010079,,450,,3,1,1,4,3,6,4,2,4,1,4,3,7,6,1,7,2,4,6,3,6,7,5,9,9,4,5,2,5,0,1,2,2,1,1,4,2,4,5,10,12,4,12,7,5,9,10,15,12,7,8,6,9,7,8,6,5,6,7,7,9,8,10,5,7,9,4,3,6,4,7,6,3,5,5,4,6,2,4,2,3,1,1,3,5,2,1,1,0,1,5
S01010080,,331,,2,2,4,0,2,3,1,1,1,1,2,0,2,1,2,4,2,2,3,2,3,5,5,4,3,3,4,3,2,1,0,0,1,0,0,4,2,5,2,6,3,1,9,6,3,1,10,5,5,5,10,6,7,4,6,4,4,6,3,4,6,5,7,5,8,7,12,6,4,3,4,7,6,1,7,6,4,6,3,6,2,4,7,2,3,3,2,2,0,0,1
S01010081,,359,,0,0,1,1,1,0,2,1,4,5,4,9,4,2,2,3,4,7,5,4,3,4,3,8,5,4,3,1,1,2,1,1,4,0,2,1,2,2,7,2,4,4,3,5,4,6,4,7,6,6,10,4,9,6,5,5,5,3,9,6,5,7,6,5,5,9,11,6,6,8,8,4,1,5,6,5,3,4,1,5,1,4,2,2,0,2,2,2,3,4,1
S01010082,,465,,3,2,2,2,1,5,6,4,7,1,4,3,6,1,3,4,4,5,7,9,8,2,6,7,8,4,4,3,6,12,11,3,4,4,4,8,3,2,6,3,12,13,12,2,4,6,10,8,4,4,12,7,11,10,5,7,8,5,3,4,4,6,3,9,6,4,4,4,4,2,3,6,4,3,8,7,3,4,4,3,10,2,3,3,1,2,4,2,3,3,7
S01010083,,362,,2,1,5,3,6,3,3,3,2,3,2,0,2,2,5,2,4,7,4,4,8,6,4,9,3,1,3,1,4,5,3,7,5,2,4,5,4,1,1,3,4,5,6,4,5,4,4,6,5,6,7,2,9,4,2,4,3,8,0,6,10,7,6,4,4,7,3,7,9,6,4,6,5,2,2,6,5,5,4,3,5,1,5,3,0,1,1,2,0,0,3
S01010084,,453,,6,5,2,5,3,4,3,0,5,1,8,5,4,3,3,3,1,4,5,6,5,7,6,1,4,2,6,4,4,3,3,7,7,7,9,4,2,4,6,9,4,7,9,8,4,14,7,6,10,6,7,9,6,5,8,9,3,3,4,6,9,7,8,4,10,3,1,7,6,8,8,4,3,2,7,3,7,5,5,7,7,2,3,3,4,2,2,0,2,1,2
S01010085,,382,,2,2,4,1,5,5,1,2,2,2,4,7,3,4,2,2,2,6,7,2,2,6,4,3,5,5,5,2,2,5,7,4,2,1,1,7,4,7,1,5,3,2,5,8,7,7,9,6,5,6,11,3,7,9,7,5,4,6,7,5,9,2,8,4,8,8,6,2,11,2,5,5,6,3,5,6,5,2,3,0,2,3,3,2,1,4,1,0,0,1,0
S01010086,,510,,5,5,2,4,9,2,5,5,1,4,3,4,5,8,6,6,4,7,8,6,7,7,5,4,7,2,2,6,5,3,4,5,5,4,2,5,3,4,6,8,8,9,10,6,8,9,11,11,10,5,5,7,19,10,11,8,4,10,2,7,3,13,6,5,9,8,4,7,5,5,7,5,5,4,4,2,6,7,2,6,6,5,3,4,3,6,1,1,1,1,3
S01010087,,293,,1,0,5,0,2,3,0,1,2,5,4,0,1,5,3,5,2,3,1,3,2,4,5,2,2,1,0,1,0,0,1,0,1,0,2,5,2,4,3,0,3,5,6,4,8,5,6,4,6,6,5,2,2,5,6,5,3,3,8,2,3,5,7,9,8,13,8,3,9,4,2,1,7,2,8,4,8,1,4,2,3,1,0,1,0,1,1,1,2,0,0
S01010088,,427,,7,6,5,6,9,10,6,7,9,7,5,6,6,9,8,7,7,4,8,6,1,5,1,5,4,2,9,8,8,7,10,9,8,6,9,12,10,11,11,16,12,8,11,13,8,10,6,7,7,6,8,6,3,4,1,1,1,3,0,1,2,1,0,3,1,1,3,1,1,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
S01010089,,358,,1,2,2,2,2,0,1,0,1,2,4,2,3,2,3,3,5,1,5,4,6,12,5,11,8,8,3,6,4,3,7,5,5,5,1,1,2,3,5,5,1,5,5,5,3,2,6,6,4,6,9,3,12,6,0,3,6,3,8,3,7,8,3,2,4,3,5,7,5,4,4,5,0,6,1,2,7,2,4,5,4,6,2,1,4,4,1,2,0,0,4
S01010090,,569,,2,2,4,7,4,8,9,3,2,4,11,5,8,7,12,5,10,7,5,4,13,9,6,7,9,8,8,3,5,3,13,1,6,9,5,7,7,10,7,13,6,18,12,6,7,12,6,9,8,10,15,7,6,9,9,9,6,10,8,4,2,7,8,10,9,7,8,1,3,4,4,4,5,2,1,2,1,2,5,3,6,3,3,4,6,2,0,3,2,0,7
S01010091,,438,,4,6,8,5,7,8,0,8,1,7,11,4,6,9,5,1,3,4,5,11,5,6,6,1,7,7,6,4,8,5,11,9,7,10,5,6,4,5,10,16,8,10,14,15,10,7,9,6,7,6,6,9,9,5,3,5,1,4,2,5,7,2,1,4,1,2,7,1,2,0,2,2,1,1,2,1,2,1,0,0,0,2,2,0,0,1,2,0,0,0,0
S01010092,,537,,6,4,4,3,4,6,5,6,4,9,5,4,3,4,4,7,12,8,1,5,5,6,4,7,10,4,4,3,12,4,5,6,4,6,10,5,4,8,6,4,6,3,9,7,4,7,12,7,7,3,6,9,2,9,10,6,9,5,8,7,5,8,8,3,11,11,7,8,6,9,7,6,6,5,5,9,6,6,3,8,3,7,4,4,5,6,2,2,3,3,4
S01010093,,451,,0,5,5,3,1,2,2,1,4,2,5,3,6,4,8,4,8,6,3,8,9,7,7,12,6,3,11,2,10,6,6,4,5,3,5,6,4,4,3,10,8,5,9,6,8,7,6,10,6,9,8,4,7,6,4,13,6,5,7,5,7,7,7,10,7,6,6,5,4,1,2,1,2,5,5,3,3,3,3,5,0,1,2,3,1,2,1,2,1,2,2
S01010094,,368,,2,3,7,2,5,2,5,4,3,4,2,4,3,5,8,4,5,1,11,3,2,6,1,4,4,2,1,2,3,5,3,1,1,5,3,1,3,6,4,5,3,1,4,5,9,8,8,9,9,7,6,5,5,11,6,8,7,5,2,1,2,0,7,6,7,1,4,1,7,6,2,9,1,7,3,0,4,1,0,4,5,1,6,3,4,3,1,1,1,4,3
S01010095,,341,,5,0,2,2,2,3,3,0,2,4,2,1,4,3,2,9,2,5,1,2,3,5,7,3,1,5,5,2,3,0,4,2,2,3,1,1,5,5,1,4,6,4,3,6,6,12,9,5,11,5,5,8,8,7,9,7,7,5,3,5,4,5,5,3,3,8,4,4,3,3,3,3,6,3,3,4,5,4,2,0,2,3,2,2,2,1,1,2,1,0,3
S01010096,,407,,4,4,3,5,2,3,3,2,4,7,3,9,6,7,7,6,5,14,5,7,3,5,7,6,3,4,3,2,6,3,3,3,4,2,1,1,4,5,6,6,6,5,6,8,10,12,11,12,10,8,8,7,1,12,8,3,5,8,5,8,5,4,1,2,4,0,2,5,1,4,3,4,2,2,2,3,5,3,1,3,4,4,1,0,0,2,1,0,0,1,2
S01010097,,393,,6,3,4,4,5,1,1,3,4,6,8,9,2,3,4,4,7,6,7,5,6,9,3,4,5,8,2,2,4,2,4,1,1,3,4,5,4,3,2,6,9,4,6,5,9,5,10,8,12,9,2,4,6,7,4,11,8,6,5,3,5,0,3,8,2,3,4,2,3,1,7,5,1,2,2,7,5,3,2,4,3,2,2,3,3,1,1,4,0,0,2
S01010098,,367,,1,3,3,0,2,1,2,6,7,9,7,6,2,10,5,5,4,4,6,3,2,6,3,0,0,4,1,1,3,0,6,3,2,1,2,1,3,1,5,4,9,1,8,8,12,8,12,11,9,4,9,2,6,3,6,8,4,5,4,2,12,3,4,5,5,5,3,1,7,1,7,3,2,5,7,4,6,3,4,1,0,2,2,1,1,3,1,0,1,2,1
S01010099,,372,,3,2,5,0,1,4,1,3,1,8,5,2,4,6,3,3,2,6,5,6,5,6,4,3,2,3,2,2,4,0,1,4,2,1,3,6,4,3,1,3,3,6,7,6,5,7,10,7,5,9,5,11,7,6,6,6,4,4,6,5,2,6,6,7,6,2,4,5,6,3,4,1,2,7,5,2,4,3,4,11,5,1,3,3,2,3,1,1,1,1,7
S01010100,,479,,6,6,1,1,3,3,3,4,0,9,5,3,4,4,5,4,3,9,8,4,7,4,7,3,4,3,5,2,5,2,7,4,4,4,1,2,4,3,9,6,6,6,5,6,5,5,11,10,9,15,10,16,6,6,6,6,11,5,10,8,6,8,7,10,8,11,6,5,5,2,8,6,5,4,1,1,7,5,5,5,4,3,3,6,2,4,2,1,1,1,4
S01010101,,380,,4,0,0,2,5,2,2,1,1,7,4,3,1,3,7,3,4,4,1,1,4,2,5,4,8,7,1,4,5,3,2,0,7,3,1,2,2,0,2,3,6,4,4,4,8,2,13,11,8,11,6,6,6,6,4,8,7,10,8,3,8,10,6,3,2,13,7,0,3,2,5,1,6,5,5,1,3,3,4,6,3,2,3,1,3,4,2,3,0,3,8
S01010102,,496,,5,3,5,5,4,2,6,9,4,4,10,4,4,12,7,5,11,10,14,8,11,12,8,7,5,3,8,6,4,5,11,2,5,5,6,5,7,5,5,7,9,14,9,8,10,9,12,13,14,13,14,13,13,10,6,8,8,8,5,4,4,6,0,2,3,0,3,2,1,0,1,1,2,1,2,1,1,1,0,2,1,0,1,0,0,1,0,0,0,0,1
S01010103,,537,,6,6,10,13,5,7,9,4,10,5,7,11,6,9,8,7,3,8,10,11,9,9,9,9,6,7,4,6,5,7,6,8,8,7,1,4,5,8,6,17,12,9,17,18,11,7,8,13,9,13,15,11,9,10,8,8,2,8,2,5,8,3,4,4,4,3,2,1,1,1,0,3,0,2,2,2,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0
S01010104,,384,,7,3,7,2,4,3,5,5,5,5,10,10,5,11,8,8,6,10,4,5,5,4,5,5,2,5,5,2,7,4,5,10,2,6,6,2,8,4,12,10,12,11,7,7,14,10,9,8,9,3,5,7,4,4,3,3,2,5,5,3,0,2,0,0,0,3,1,1,1,2,0,0,4,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
S01010105,,213,,3,1,3,3,6,1,1,2,6,1,6,1,3,3,3,5,2,0,5,7,2,1,6,6,9,4,6,1,5,2,2,0,6,1,8,1,3,2,4,2,3,3,4,1,4,4,1,8,3,2,7,6,0,3,4,2,3,1,1,6,1,2,0,0,2,2,0,1,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S01010106,,254,,5,5,1,4,1,3,0,3,4,4,2,2,5,0,1,3,3,2,5,2,5,5,3,5,1,3,2,6,3,3,1,5,6,3,3,2,7,1,3,4,4,4,0,1,6,1,0,4,4,4,6,0,6,2,2,2,4,5,2,1,4,2,4,2,2,3,1,1,3,1,1,4,2,5,6,0,2,3,3,3,2,4,1,2,3,3,1,0,0,1,1
S01010107,,409,,4,5,4,6,5,5,6,2,3,4,5,5,5,6,1,5,4,6,4,6,11,8,5,3,12,2,7,12,2,6,3,7,2,4,3,2,6,5,7,3,10,8,9,6,5,11,7,11,12,5,4,7,6,7,10,6,4,3,5,8,3,2,5,0,1,1,2,3,6,0,1,7,1,0,3,3,0,5,2,1,0,2,1,2,1,1,5,1,2,2,1
S01010108,,385,,3,6,2,3,4,2,5,4,2,4,2,2,5,4,5,3,3,3,2,10,2,2,5,1,1,4,5,2,5,4,6,8,3,3,1,3,5,3,4,6,6,7,6,1,0,6,3,7,12,6,7,13,3,8,6,7,12,9,10,7,6,9,7,4,7,2,1,2,5,3,3,3,6,4,4,6,2,3,4,1,5,1,2,4,2,2,2,0,1,0,1
S01010109,,445,,6,9,3,9,5,6,8,1,6,9,3,4,5,6,9,4,3,3,7,7,8,13,5,8,10,11,4,11,8,7,10,6,10,5,5,0,4,3,5,8,9,6,5,5,7,5,8,5,6,9,8,5,6,5,7,5,7,1,4,4,3,3,0,3,1,1,3,1,3,1,2,0,4,3,1,1,0,2,4,2,5,1,3,3,1,1,2,4,3,4,9
S01010110,,444,,4,4,2,2,5,6,3,1,2,4,1,4,5,4,4,9,3,5,7,7,5,5,1,5,5,3,4,4,4,3,5,5,3,3,7,7,6,4,7,15,6,6,7,5,8,4,7,10,7,8,3,9,7,3,4,5,7,5,5,4,6,7,6,7,10,3,6,2,5,6,3,8,4,4,5,9,5,4,6,6,10,2,4,4,3,2,2,0,2,0,0
S01010111,,533,,4,11,8,10,8,5,7,3,5,10,10,3,5,6,6,14,10,6,6,13,12,2,8,11,3,9,6,5,8,4,6,9,12,5,2,4,4,9,8,7,8,7,6,11,7,13,11,9,6,5,7,7,12,13,7,4,6,6,7,6,6,4,5,5,7,6,5,6,4,3,2,3,2,4,4,3,1,3,3,0,4,2,2,0,2,3,1,0,0,0,1
S01010112,,514,,15,7,6,7,4,7,3,7,2,4,4,8,4,8,6,11,10,9,11,8,11,7,7,10,8,8,5,10,5,8,9,1,2,2,3,12,12,9,15,10,11,8,6,13,13,9,10,9,7,12,15,7,7,5,5,9,6,5,4,3,4,6,2,4,2,3,2,7,4,1,2,1,2,1,2,1,1,0,1,0,3,1,2,1,0,1,0,0,0,1,0
S01010113,,283,,6,1,5,3,5,6,10,3,3,3,3,5,6,6,2,4,2,3,6,5,4,0,2,4,4,9,5,9,2,3,12,6,2,3,4,7,3,3,4,4,6,1,4,1,6,0,7,5,7,5,1,2,4,2,3,5,4,2,3,2,1,1,1,1,3,2,1,1,1,1,1,3,5,1,1,3,1,3,0,0,0,0,2,0,1,2,0,0,0,0,0
S01010114,,420,,3,8,6,6,7,6,3,3,7,5,2,10,6,2,2,7,10,3,8,8,10,4,4,6,5,5,3,4,5,9,7,12,1,2,6,4,3,4,4,4,7,7,5,5,5,10,6,3,6,8,10,2,2,4,13,6,5,4,7,6,3,6,2,6,11,6,7,2,1,3,2,1,2,2,1,3,5,1,2,2,4,3,1,1,2,2,1,2,0,0,1
S01010115,,332,,3,6,2,5,8,2,1,6,6,2,6,2,6,5,6,5,6,7,5,5,6,3,4,5,2,5,4,4,4,5,7,4,9,5,4,2,5,4,6,5,8,11,3,7,7,7,8,7,5,5,3,5,7,3,7,6,5,4,2,4,1,2,3,1,1,0,4,0,3,1,0,3,2,1,2,0,0,0,0,0,1,3,0,0,0,1,1,0,1,0,0
S01010116,,547,,12,11,8,10,5,6,3,11,4,7,2,5,9,9,8,11,2,7,9,8,14,6,11,16,13,8,11,11,10,18,11,21,7,13,11,11,3,11,13,10,11,9,9,8,10,9,7,12,9,3,6,2,6,8,4,3,6,5,6,2,2,2,5,3,4,3,1,0,2,1,2,0,1,1,0,0,2,1,1,2,0,1,0,0,2,0,0,0,0,0,0
S01010117,,352,,10,6,3,5,10,5,10,2,2,2,1,5,5,2,2,4,4,4,2,4,4,5,4,6,9,2,5,10,5,10,3,9,10,3,12,9,10,6,8,6,7,11,7,8,3,5,10,4,6,3,2,5,4,2,4,2,2,4,1,2,3,1,2,2,4,1,1,1,3,2,1,1,0,1,2,1,2,0,1,2,0,1,2,0,0,0,1,0,0,0,1
S01010118,,388,,6,4,3,9,8,8,8,5,4,5,9,8,5,9,11,8,4,8,6,4,2,3,5,9,4,3,10,5,5,3,5,3,5,1,4,6,6,6,2,5,7,6,5,12,4,5,6,8,5,5,2,6,5,7,4,7,1,5,3,6,7,2,6,2,1,5,0,1,2,3,1,2,2,2,3,3,2,0,2,0,1,2,0,0,0,2,0,0,0,1,3
S01010119,,321,,10,3,7,5,1,3,7,6,3,4,2,8,3,6,11,8,7,7,4,6,3,6,2,6,1,7,5,4,1,4,11,6,8,4,5,2,5,2,4,5,1,4,10,6,5,8,4,8,6,6,8,4,3,3,6,1,3,3,3,4,4,0,1,0,0,1,2,1,0,1,2,4,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
S01010120,,545,,9,3,7,7,8,3,4,3,8,5,7,8,12,14,5,8,5,8,8,10,11,7,6,5,10,0,10,9,8,5,4,10,10,8,4,11,9,10,11,11,7,16,9,6,10,9,14,7,18,7,14,11,7,6,5,7,7,3,4,3,9,6,4,2,4,6,5,4,0,4,4,3,2,2,1,4,0,1,5,1,0,3,0,1,1,1,0,0,1,0,0
S01010121,,357,,2,5,5,8,0,3,5,2,3,1,5,1,5,5,4,4,7,5,3,5,5,8,6,8,9,13,3,8,3,2,5,3,3,3,7,4,5,4,3,4,3,5,6,5,10,3,9,10,1,7,7,4,8,8,4,2,5,3,4,4,0,2,7,5,4,3,2,0,3,2,2,3,2,1,3,2,2,5,3,3,1,0,2,1,2,0,0,1,1,0,3
S01010122,,208,,2,2,1,1,1,2,3,1,0,1,2,1,3,5,0,8,0,2,3,2,3,3,7,2,3,0,0,1,2,3,0,1,2,2,0,2,1,5,2,5,3,6,4,2,6,2,4,5,5,5,5,4,4,6,2,7,1,5,3,4,1,1,2,0,3,2,2,2,2,2,1,2,0,4,0,2,5,0,1,4,1,0,0,0,0,1,1,0,1,1,0
S01010123,,410,,6,6,5,10,13,8,1,4,6,3,3,3,10,11,6,6,5,4,3,10,7,5,8,3,8,9,4,8,3,8,11,9,9,5,7,7,7,7,4,9,6,3,9,8,7,4,4,5,4,8,6,7,6,2,1,3,3,5,2,5,3,1,1,3,4,1,2,1,5,3,3,2,2,2,0,3,2,3,1,1,3,1,0,1,0,0,2,0,0,1,0
S01010124,,329,,5,4,2,4,2,7,2,5,2,0,2,0,3,7,4,5,3,5,3,8,4,7,5,9,5,7,9,5,5,8,12,2,4,8,3,0,5,4,4,4,5,8,12,7,5,4,10,4,10,8,6,3,7,5,5,3,5,2,2,2,3,3,2,3,2,1,3,2,1,0,2,0,1,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,1
S01010125,,299,,11,11,3,4,9,3,8,5,5,5,3,4,4,4,3,4,1,2,1,4,1,2,5,6,6,8,7,9,7,2,11,6,5,5,6,1,4,2,5,6,9,5,5,3,6,4,4,5,5,6,2,3,1,2,5,2,2,4,3,2,2,0,2,1,5,0,1,4,2,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01010126,,387,,2,2,6,7,2,5,2,7,3,5,5,6,5,6,2,4,4,6,5,6,4,6,2,1,8,5,3,3,5,2,4,5,4,5,3,7,5,6,7,9,9,5,5,11,9,6,7,9,6,11,3,7,9,5,5,8,9,2,8,6,5,4,5,5,5,2,4,1,1,1,5,3,0,0,4,2,0,1,0,1,3,1,2,2,0,1,2,0,1,0,2
S01010127,,326,,3,3,4,2,5,1,5,3,2,2,0,4,3,3,2,3,1,4,5,5,1,3,6,3,5,2,3,3,4,2,4,0,3,5,5,3,4,5,1,5,6,5,2,4,2,8,3,4,5,9,5,7,3,6,5,7,4,3,3,1,7,4,4,4,7,2,3,2,6,5,6,3,4,4,0,4,4,2,2,2,5,4,1,5,2,1,1,3,0,2,8
S01010128,,275,,7,2,4,10,4,5,4,1,4,6,9,7,4,5,5,7,3,5,2,7,6,2,6,7,5,5,3,6,2,1,1,7,3,4,8,0,3,3,4,4,1,10,9,5,1,8,3,2,5,2,2,4,4,2,5,1,0,3,2,4,1,2,2,1,1,0,0,2,1,1,1,3,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01010129,,380,,7,6,4,3,6,5,7,6,3,2,6,4,2,6,3,8,5,4,13,9,5,5,15,4,6,6,4,8,2,1,1,4,10,1,5,6,6,4,9,2,15,10,8,7,6,4,10,2,8,8,5,4,6,6,4,3,0,2,7,4,3,0,6,3,2,1,3,2,2,1,3,4,3,2,3,3,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0
S01010130,,239,,3,4,0,4,1,1,2,4,2,0,2,2,0,3,2,6,4,0,3,1,5,0,5,4,4,1,1,4,1,0,3,3,4,4,1,4,1,3,1,1,2,6,6,2,5,3,3,4,2,6,6,3,4,0,4,3,5,3,2,0,1,4,3,3,2,2,5,4,3,2,6,2,4,2,2,5,5,2,1,4,2,1,0,3,2,1,2,1,1,0,1
S01010131,,535,,2,4,0,6,2,2,5,6,3,3,4,8,7,6,6,8,8,11,6,6,7,1,7,1,2,3,3,2,3,3,1,3,2,4,4,1,4,6,2,6,8,4,6,10,8,8,14,15,14,9,9,8,9,7,7,8,7,7,7,6,9,9,6,9,14,9,4,8,9,6,4,0,8,8,13,6,5,4,5,10,5,5,4,5,3,4,6,0,3,3,12
S01010132,,525,,6,4,3,2,4,3,9,7,8,2,5,4,2,3,7,4,6,4,5,2,11,5,8,2,8,10,4,7,9,10,5,3,4,3,4,8,6,6,4,4,10,8,10,7,9,12,8,9,5,4,11,10,4,8,7,5,6,1,2,4,5,3,7,15,9,8,5,6,5,5,9,11,11,10,9,3,11,6,4,4,4,3,1,6,4,3,2,0,1,1,3
S01010133,,392,,1,4,2,2,5,1,2,3,2,5,1,4,8,3,9,4,8,1,6,2,3,8,1,5,2,3,3,3,3,4,3,9,5,6,1,7,6,2,3,2,7,5,9,4,6,6,3,8,3,8,3,7,4,10,5,2,3,3,3,8,3,5,5,7,10,5,4,8,7,5,10,3,4,3,6,4,4,0,3,4,4,2,4,3,1,1,4,3,0,2,9
S01010134,,511,,8,1,4,6,5,1,4,6,0,3,5,4,2,4,5,4,6,4,6,8,3,2,3,6,6,11,5,8,4,8,4,8,5,4,6,3,9,4,11,10,5,8,7,12,3,9,12,5,4,8,8,5,6,5,7,5,0,6,4,1,11,7,10,6,2,6,5,0,8,10,11,15,12,6,7,5,8,6,7,3,4,8,4,4,3,3,3,2,1,5,3
S01010135,,432,,6,2,1,2,2,2,5,9,3,7,1,8,4,7,5,8,10,7,4,2,5,4,8,2,1,2,3,1,5,3,5,2,0,4,2,5,5,10,6,5,5,6,7,6,6,9,6,6,8,5,11,4,6,6,3,4,3,1,4,2,7,4,6,6,9,3,4,5,7,3,10,5,5,7,5,8,8,4,5,2,5,3,4,6,3,0,3,2,0,2,10
S01010136,,437,,7,3,6,2,2,5,2,4,2,5,3,2,2,7,6,6,6,10,5,5,4,9,7,5,6,0,4,2,9,3,4,3,3,8,3,3,9,2,5,6,2,7,11,11,4,9,10,5,11,8,5,5,9,8,8,7,3,6,5,4,1,2,4,9,8,4,1,7,4,7,6,4,3,6,3,6,4,9,4,5,2,4,3,2,1,2,0,1,2,0,0
S01010137,,553,,9,5,4,7,6,3,1,1,1,3,4,2,2,1,1,4,2,9,2,3,11,4,4,4,10,8,8,13,7,6,8,3,8,5,2,3,1,8,2,5,4,12,5,7,5,5,8,4,11,12,8,9,10,3,3,6,3,4,5,4,4,6,2,5,6,7,3,9,7,7,8,10,13,9,5,7,13,6,4,10,5,8,13,9,2,4,13,4,6,7,23
S01010138,,389,,1,5,3,0,3,8,1,1,3,1,0,0,4,4,3,4,2,1,4,2,4,5,3,2,6,5,3,5,5,0,5,8,6,1,3,4,6,5,8,4,6,1,8,5,4,7,4,8,10,4,8,7,4,5,4,7,5,2,8,7,6,4,9,9,8,9,5,9,1,5,3,5,6,9,4,3,6,4,6,4,2,5,2,0,1,4,1,2,0,3,2
S01010139,,546,,12,2,4,4,4,4,1,6,2,1,2,3,4,3,3,4,5,6,4,5,6,9,9,6,9,7,9,7,2,12,13,10,9,7,4,3,2,6,6,3,7,8,6,9,5,6,10,9,5,2,8,8,12,13,7,5,9,4,8,8,6,6,5,10,5,9,4,7,3,11,6,6,7,7,2,2,6,7,8,5,6,7,4,5,2,4,2,4,3,10,10
S01010140,,407,,15,9,9,10,2,4,4,6,7,4,5,4,5,3,3,4,2,5,3,4,9,7,6,11,11,9,6,9,17,11,18,4,6,11,5,5,3,4,6,8,9,7,3,7,7,4,8,6,9,1,6,4,6,8,2,1,3,5,4,0,1,3,4,0,3,2,1,1,2,0,2,1,2,1,0,0,0,1,2,0,1,0,0,1,1,1,2,0,0,0,1
S01010141,,429,,7,10,3,7,6,3,3,3,5,1,1,3,3,3,3,4,4,4,3,3,10,11,13,7,10,7,10,11,5,6,8,5,3,5,3,7,4,6,2,7,8,12,7,1,2,5,7,2,2,7,8,8,4,4,7,7,6,5,4,3,3,5,1,4,5,5,7,6,2,5,6,3,3,9,5,1,4,4,2,1,3,3,3,4,2,3,0,0,0,0,2
S01010142,,307,,2,4,3,4,1,2,0,0,3,3,3,1,2,3,6,3,6,5,8,5,9,7,6,4,7,2,5,1,3,6,9,3,5,0,3,1,2,2,3,6,6,9,3,2,3,8,4,9,7,4,8,3,7,4,7,3,0,4,5,5,5,2,3,5,3,2,0,2,2,2,2,2,2,1,2,2,1,4,1,3,1,1,3,2,0,0,1,1,0,0,3
S01010143,,390,,3,2,4,0,5,1,6,4,3,2,5,4,2,4,3,2,1,1,5,4,4,3,5,0,4,6,4,5,4,1,3,4,3,2,2,0,1,5,4,8,1,13,7,9,5,3,6,3,5,6,7,4,3,6,6,6,4,6,8,3,8,4,3,5,5,2,5,6,3,1,2,6,8,4,9,6,6,2,6,4,13,5,5,4,4,6,4,4,2,1,7
