"Table 1b: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
S01009277,,268,,1,1,3,0,2,2,4,6,2,4,5,5,2,6,3,0,2,4,2,5,1,2,0,3,2,4,5,0,0,0,1,1,0,2,1,3,2,0,3,6,2,8,1,6,5,6,6,1,3,4,0,8,7,4,9,5,3,8,5,3,8,6,4,4,9,10,2,5,3,6,1,1,3,1,3,2,1,0,1,2,2,0,1,1,1,2,0,0,0,0,0
S01009278,,259,,4,4,3,2,9,3,5,6,4,1,2,2,3,2,1,4,4,1,2,1,5,1,4,1,0,0,2,1,1,0,1,3,4,3,5,8,3,3,6,4,9,10,4,7,6,4,6,5,1,6,3,5,2,3,5,4,3,2,1,4,1,1,0,5,1,4,5,4,4,4,2,2,1,4,0,0,0,1,3,0,1,3,1,1,2,0,0,0,0,1,0
S01009279,,286,,0,0,2,3,1,1,3,3,5,2,2,0,2,3,6,1,2,4,1,0,1,4,5,3,4,3,1,7,0,3,0,5,1,0,1,6,4,7,2,0,7,3,6,4,2,4,7,3,7,4,6,9,8,4,5,8,5,4,1,4,7,5,4,3,2,14,5,8,3,3,0,3,5,1,2,2,3,2,2,1,1,1,1,0,2,0,1,2,2,1,1
S01009280,,443,,6,12,10,9,5,9,7,4,8,8,10,2,12,4,4,2,6,5,5,7,7,3,5,8,9,8,8,8,1,1,6,3,6,7,3,3,1,4,3,3,1,3,9,2,6,7,6,11,4,6,10,9,9,4,5,5,7,4,4,2,1,2,5,12,2,5,6,7,3,6,7,4,2,1,2,6,4,0,0,5,4,0,3,3,3,0,1,0,3,0,0
S01009281,,386,,6,6,2,7,5,5,4,2,4,3,5,6,6,8,9,3,6,5,3,6,3,2,4,4,6,5,0,1,2,3,2,6,5,3,3,4,5,1,8,4,7,2,3,2,9,12,5,7,8,8,10,10,6,8,3,5,4,3,5,6,1,6,5,8,2,9,4,1,6,4,4,6,5,4,5,2,2,5,0,3,2,0,0,2,0,3,0,0,0,2,0
S01009282,,355,,2,4,6,4,6,4,2,3,2,5,1,7,2,2,5,4,6,8,4,2,3,2,1,5,1,2,6,2,1,1,1,2,3,0,2,2,3,1,5,2,6,5,3,4,8,9,5,7,12,8,6,5,10,11,9,7,4,5,8,8,8,3,5,11,5,8,5,3,2,4,2,1,7,4,1,2,4,4,3,2,2,0,0,1,2,0,1,0,0,0,1
S01009283,,249,,2,10,3,8,4,3,1,6,2,2,4,4,4,4,3,2,2,3,3,3,0,2,2,2,0,7,1,3,3,6,5,5,3,2,4,0,5,3,6,6,3,4,5,3,3,7,4,4,6,2,4,3,3,5,5,0,1,2,7,3,3,6,1,2,0,3,2,0,2,2,1,1,3,0,1,0,2,0,1,1,1,1,0,0,0,1,1,1,1,0,0
S01009284,,402,,2,3,4,3,3,10,5,2,8,1,3,6,4,6,7,14,9,9,8,4,1,3,5,4,7,5,7,5,2,1,2,5,2,4,4,5,2,3,6,1,6,7,6,7,5,9,7,12,10,6,8,5,2,7,8,7,13,11,6,3,6,5,5,1,7,10,5,7,4,2,1,3,1,1,0,0,0,2,3,2,0,1,0,1,2,3,0,0,0,0,0
S01009285,,437,,4,10,7,9,8,5,6,4,2,8,6,7,6,8,7,9,4,3,9,6,6,6,9,4,6,3,6,4,3,6,2,8,4,5,6,6,6,6,3,5,1,10,10,4,4,12,4,11,7,5,5,5,6,3,7,5,6,4,9,5,8,9,5,5,11,6,5,2,2,4,4,5,1,0,3,2,1,2,0,1,1,1,2,0,0,1,0,0,1,0,0
S01009286,,348,,3,1,3,2,0,1,4,1,1,5,1,2,3,2,8,4,3,3,5,3,4,2,5,1,5,4,3,6,4,4,4,6,4,2,7,4,1,2,4,1,4,3,6,5,4,2,5,4,4,7,4,9,7,7,3,5,11,6,10,4,4,5,2,7,7,7,9,2,9,6,7,4,6,0,6,2,3,2,3,6,5,0,2,2,2,0,1,0,1,0,0
S01009287,,363,,1,3,2,4,3,3,5,0,9,3,6,8,4,5,5,6,2,3,5,1,0,2,0,0,0,4,3,0,3,1,1,0,6,2,3,3,1,3,2,7,5,1,3,5,7,12,5,3,4,9,6,5,5,5,6,10,8,1,13,5,4,5,3,6,11,10,4,6,10,7,7,2,6,3,3,4,5,4,2,3,4,1,2,6,1,0,1,2,3,1,0
S01009288,,386,,1,1,7,2,1,2,4,5,5,4,4,6,3,2,7,11,3,3,3,1,4,0,2,1,2,2,1,2,2,3,4,0,3,3,3,1,2,3,7,4,3,13,7,4,8,9,3,7,2,4,6,3,8,9,8,10,5,12,3,4,8,6,5,4,5,9,8,7,7,7,6,9,1,2,3,2,8,5,10,4,2,1,2,3,2,2,0,0,0,3,3
S01009289,,423,,2,4,1,5,0,5,4,1,4,3,4,7,5,1,2,5,3,4,3,4,1,2,3,7,8,3,6,6,2,0,2,3,7,2,2,3,1,3,4,5,8,8,5,2,4,8,9,5,10,5,9,8,4,5,10,6,7,9,1,18,5,7,15,7,9,8,6,10,6,4,10,5,4,6,5,3,4,5,3,4,5,2,2,3,2,2,3,0,0,0,0
S01009290,,312,,0,1,4,4,1,3,8,0,8,0,4,6,3,3,1,1,8,6,2,2,3,2,4,0,5,2,2,0,1,0,1,1,1,1,2,0,1,7,4,3,1,4,4,1,3,7,3,6,7,3,3,5,5,8,6,1,4,8,7,4,3,5,5,7,11,13,10,7,5,5,6,3,2,3,4,3,3,4,2,2,2,4,3,1,0,0,0,0,0,2,2
S01009291,,486,,4,8,7,6,3,8,3,5,10,3,4,4,5,7,2,4,8,7,8,5,8,3,4,4,5,7,10,2,5,4,6,6,4,2,5,5,5,5,8,9,7,7,3,13,5,4,5,6,4,8,9,3,6,6,5,10,6,5,6,9,12,9,12,9,16,12,9,3,5,3,5,9,5,1,4,5,3,3,6,3,0,0,0,3,2,0,1,0,1,0,0
S01009292,,246,,4,1,1,5,2,1,2,1,5,3,3,1,2,2,4,3,4,5,6,4,5,4,3,3,4,3,4,3,2,6,4,3,6,7,1,1,3,2,1,3,5,3,4,1,4,6,2,4,3,7,6,3,0,3,6,8,3,3,3,1,2,1,5,1,2,10,2,1,2,1,1,0,1,3,2,0,1,1,2,3,0,2,0,0,0,0,1,0,0,0,0
S01009293,,360,,3,9,5,8,2,5,3,9,9,6,10,4,6,0,3,5,2,6,2,2,4,5,3,6,4,0,11,5,3,3,4,1,2,6,5,5,9,3,7,7,13,1,2,5,1,4,8,9,1,6,3,7,8,6,6,4,5,7,7,3,3,1,3,6,5,6,7,0,1,2,1,4,1,4,1,1,2,3,3,0,0,1,0,2,1,1,1,0,1,0,1
S01009294,,242,,1,2,2,5,2,3,3,1,3,2,4,1,8,4,3,7,5,3,7,1,3,1,2,2,0,2,0,0,3,0,0,4,1,5,2,1,3,2,7,2,4,2,2,7,3,3,6,5,5,8,8,3,5,6,3,2,1,5,4,4,2,3,3,0,5,2,5,5,5,3,3,1,4,1,1,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0
S01009295,,306,,4,6,1,1,2,2,1,5,3,4,2,4,3,4,4,4,2,5,4,4,3,0,2,2,1,2,4,2,3,0,7,7,2,5,7,2,4,2,4,3,5,7,2,5,3,7,6,4,8,6,2,7,6,4,7,3,4,8,6,3,4,5,6,7,7,10,3,2,3,7,2,3,3,1,0,4,1,0,0,2,3,0,2,0,0,0,0,0,0,0,1
S01009296,,241,,3,3,2,1,1,3,4,2,5,1,3,2,2,1,1,3,2,6,5,4,5,2,4,1,3,2,5,2,1,4,3,3,1,1,3,0,4,1,1,4,5,2,5,3,8,12,6,5,7,8,4,3,6,3,0,5,2,2,4,1,3,7,2,0,3,3,2,6,1,3,4,2,1,1,2,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
S01009297,,421,,3,6,7,7,6,6,5,1,7,2,6,3,7,1,4,6,6,8,7,4,3,3,2,7,5,8,2,3,3,5,3,1,4,4,4,6,10,8,3,7,9,12,5,3,6,4,3,7,8,8,5,9,9,13,11,11,8,4,6,2,3,8,10,4,5,6,6,6,5,6,2,0,6,2,3,2,1,4,1,1,0,0,1,1,0,0,1,0,0,0,1
S01009298,,452,,3,10,1,5,5,3,3,3,4,2,7,6,2,3,1,3,2,5,5,6,3,7,4,1,8,7,5,8,6,6,9,10,6,4,4,9,6,4,4,4,12,6,6,3,7,3,9,5,10,3,8,12,9,4,4,6,10,7,5,5,3,8,7,4,10,8,6,9,5,3,6,5,1,8,11,5,1,3,3,0,1,4,2,0,2,0,5,0,2,0,2
S01009299,,499,,7,9,4,4,7,9,8,4,9,6,4,4,0,7,9,8,5,6,5,6,5,4,5,6,4,8,5,3,12,6,9,12,2,15,11,13,3,10,10,11,4,12,12,9,3,2,8,13,10,6,9,7,5,11,10,7,3,2,4,7,3,4,7,2,5,6,1,5,4,5,0,2,4,1,0,2,4,4,2,3,1,2,1,0,1,3,4,0,0,0,4
S01009300,,257,,3,1,2,1,2,0,2,5,1,2,1,0,4,4,1,4,2,2,6,1,2,8,4,1,2,2,5,6,4,5,6,7,3,2,6,2,6,2,6,3,10,5,5,2,9,1,5,9,3,1,8,5,3,2,1,10,0,5,1,4,2,2,3,5,1,3,4,1,0,3,3,0,2,0,0,1,3,1,1,2,1,1,0,0,2,0,0,0,1,0,0
S01009301,,477,,10,3,12,5,2,8,7,2,4,5,1,8,0,3,0,4,4,4,2,4,5,9,10,13,10,5,12,9,7,10,5,7,4,8,11,9,7,9,10,9,7,9,11,9,5,14,5,6,9,8,5,7,6,6,8,5,4,5,5,7,3,4,7,6,3,2,0,5,3,4,3,0,4,2,3,3,4,1,1,4,2,2,1,1,1,1,2,0,1,2,4
S01009302,,413,,11,1,5,10,6,7,3,9,6,2,7,5,5,8,6,4,3,6,2,4,5,8,8,9,7,3,4,6,17,9,5,5,3,3,5,8,4,8,8,9,6,5,8,8,5,6,1,1,7,10,4,8,6,4,12,5,4,1,5,6,6,5,4,3,4,3,2,1,2,3,0,2,1,0,2,1,0,1,3,0,1,2,1,1,1,4,0,0,0,0,4
S01009303,,380,,4,6,3,4,1,3,5,5,5,1,10,9,1,4,5,0,6,4,1,3,3,8,4,3,3,5,3,1,0,0,3,9,9,2,3,9,3,0,3,9,6,5,9,6,5,4,7,10,10,4,2,4,8,8,8,3,3,2,4,3,3,5,6,3,6,6,3,6,5,4,6,2,8,4,4,5,1,3,3,1,4,2,1,1,4,4,1,0,1,1,6
S01009304,,458,,5,5,6,6,11,2,6,6,8,8,5,8,7,4,7,5,6,5,7,4,9,3,3,3,5,2,3,5,6,3,3,5,10,9,2,7,4,4,4,6,6,2,6,6,6,8,7,8,5,7,11,6,5,6,6,8,8,7,10,3,2,10,13,9,8,4,3,3,7,6,2,4,6,3,5,4,3,5,2,3,1,3,0,2,0,2,0,0,0,0,0
S01009305,,335,,4,2,5,6,4,0,1,3,1,1,1,2,4,1,2,1,2,0,3,1,1,7,4,7,5,4,4,3,8,6,3,3,10,4,0,5,7,9,4,9,6,8,9,5,3,11,1,9,7,4,6,5,3,6,3,3,6,4,5,5,3,7,0,4,9,5,4,2,0,3,3,2,0,2,5,7,0,2,2,4,4,2,3,1,0,0,0,2,0,2,1
S01009306,,545,,7,7,13,7,7,8,6,6,4,4,8,5,8,7,5,8,5,9,5,0,7,5,7,9,8,7,12,17,10,16,16,14,4,9,7,11,3,4,6,10,13,16,11,7,6,9,7,9,9,8,13,7,4,9,10,7,7,6,5,4,3,4,3,7,3,3,3,2,3,5,3,2,0,4,1,2,0,1,0,2,1,3,4,1,0,2,2,0,0,0,3
S01009307,,540,,4,4,7,3,6,1,4,0,6,1,0,2,5,4,3,5,2,7,0,2,7,7,9,11,5,17,11,13,25,19,11,17,6,13,10,8,9,9,9,8,11,6,11,12,11,12,14,5,11,3,6,7,8,5,10,3,8,6,7,9,1,0,5,7,9,8,6,3,3,0,6,3,3,4,3,1,3,3,1,1,2,1,2,3,0,0,1,0,2,0,4
S01009308,,247,,5,1,3,1,2,2,2,2,1,2,1,0,4,5,2,3,1,3,1,1,4,2,3,1,2,6,8,2,1,6,7,6,6,7,4,0,7,6,8,7,12,2,3,1,6,0,6,4,7,2,3,6,4,4,1,1,1,4,2,1,1,1,3,0,4,2,3,3,2,0,0,0,4,0,0,1,1,1,2,1,2,0,1,1,1,1,0,1,1,1,4
S01009309,,375,,5,1,3,4,6,2,3,6,1,4,1,5,0,2,4,4,6,2,2,0,4,4,6,3,7,10,5,8,7,6,11,6,10,9,11,6,13,7,8,8,5,6,4,3,10,9,5,9,9,8,10,5,4,0,9,5,5,3,2,6,2,2,6,4,3,4,2,3,5,0,3,1,0,1,1,1,1,1,3,0,2,0,1,1,0,1,0,0,0,0,0
S01009310,,413,,5,4,3,5,2,3,2,1,3,3,1,1,7,3,4,4,6,6,5,3,2,3,3,5,1,4,3,4,3,4,1,5,4,2,5,7,7,6,4,5,3,1,1,11,9,8,5,3,7,7,8,11,8,12,3,5,10,8,7,7,5,9,8,11,8,9,6,9,10,4,6,1,3,5,4,6,2,3,2,2,5,3,1,1,0,1,1,1,2,0,2
S01009311,,379,,8,10,12,4,9,7,7,7,3,5,7,5,7,8,5,3,10,7,4,7,7,3,4,3,4,9,4,3,1,5,1,7,4,2,7,3,7,5,2,4,5,4,1,5,5,5,5,11,11,5,6,5,4,2,5,4,1,6,2,3,1,3,9,3,7,6,4,2,2,2,1,2,4,0,2,3,0,2,0,4,1,0,1,0,2,0,1,0,1,0,1
S01009312,,330,,11,5,2,2,4,0,0,1,1,1,4,3,2,4,1,3,3,2,3,4,4,3,7,8,3,10,5,9,12,6,8,11,8,2,8,8,9,8,7,8,5,6,5,4,0,3,3,9,6,3,2,5,5,6,1,5,2,1,4,3,2,7,2,9,0,2,1,2,5,1,0,1,3,0,0,2,1,1,1,1,2,0,3,2,1,1,0,0,1,0,1
S01009313,,250,,2,0,5,4,3,1,4,1,1,1,3,0,4,4,8,5,3,3,0,1,0,6,5,4,4,0,4,0,3,4,3,0,2,7,2,5,1,5,4,2,2,6,3,7,3,6,4,8,0,5,7,4,3,3,2,5,0,5,2,0,3,3,2,6,2,9,1,6,3,0,1,1,1,2,2,2,1,1,2,0,1,5,2,0,1,1,2,0,0,0,1
S01009314,,348,,2,1,2,3,4,5,2,4,5,4,2,5,5,1,6,4,12,5,5,7,3,6,1,4,9,5,2,2,5,3,5,7,6,3,4,4,1,2,1,3,7,8,1,7,6,10,5,8,4,4,3,1,5,2,9,2,5,5,5,8,4,3,2,5,6,12,5,4,4,5,5,2,1,6,3,0,3,6,0,3,0,0,3,0,0,0,0,0,0,0,1
S01009315,,314,,2,5,2,4,7,1,4,0,8,2,4,3,2,0,5,3,7,4,3,6,2,7,3,1,2,4,3,6,2,8,3,1,6,2,1,4,1,4,3,2,3,2,1,3,3,7,5,13,8,8,8,9,7,2,5,2,4,6,1,6,8,2,4,5,7,2,3,1,1,4,1,5,6,2,1,2,5,2,0,3,1,0,0,2,1,0,2,3,0,0,1
S01009316,,380,,1,2,3,1,4,2,4,3,2,3,7,4,7,9,4,5,5,4,8,0,5,3,4,5,7,6,5,4,3,6,5,6,2,2,3,4,3,1,3,7,8,9,6,6,11,6,6,4,8,8,5,8,8,12,7,5,8,4,4,8,5,6,6,4,7,5,1,2,1,4,5,3,3,3,1,3,4,3,2,1,0,3,2,0,0,0,1,1,0,0,1
S01009317,,408,,0,5,4,3,3,2,5,5,5,2,4,3,5,4,8,5,8,6,4,4,6,3,4,4,1,5,6,5,4,0,4,5,4,5,2,6,2,4,6,8,5,8,6,6,4,6,3,6,7,6,8,6,12,3,3,4,5,9,5,7,5,2,12,12,5,6,10,10,3,9,4,6,2,5,0,1,3,1,3,2,4,3,3,3,1,2,2,0,0,0,1
S01009318,,274,,0,2,5,1,5,4,6,3,1,4,0,4,2,3,5,2,7,0,2,2,4,4,2,4,4,1,1,4,0,0,2,4,0,3,2,1,1,4,4,5,4,3,5,4,2,2,2,4,9,5,6,5,10,11,10,6,6,2,7,4,4,8,0,4,5,4,1,4,3,3,4,1,1,0,2,1,2,2,1,0,0,2,1,0,4,0,0,0,0,0,2
S01009319,,426,,2,6,1,1,5,3,4,3,4,1,4,0,8,6,4,3,7,4,6,1,5,2,2,4,2,0,0,3,0,1,0,2,2,4,2,4,6,1,3,5,4,7,7,4,9,7,4,9,12,9,4,8,7,8,7,5,5,6,7,4,7,5,7,7,8,18,5,7,9,4,7,2,5,7,2,10,8,5,6,6,5,10,3,5,3,4,0,2,1,2,2
S01009320,,319,,5,4,3,7,6,5,2,5,4,2,5,2,4,0,3,5,1,2,4,0,3,2,1,1,2,3,2,3,4,1,1,4,6,2,3,5,4,1,7,5,5,4,8,9,7,1,4,7,3,5,4,4,8,6,1,0,6,4,0,6,1,7,3,7,7,8,4,3,1,5,1,6,4,2,3,4,1,3,6,2,1,1,1,2,0,1,3,2,1,1,7
S01009321,,329,,4,1,1,2,4,1,4,2,6,5,4,3,3,1,5,1,5,3,2,1,3,4,5,4,1,4,2,0,0,5,1,2,1,0,4,2,1,2,7,8,5,4,5,5,8,7,2,4,7,6,5,8,5,4,6,2,5,6,1,6,3,5,10,3,12,9,3,9,10,2,6,5,4,5,3,2,5,4,2,3,4,1,2,1,0,0,1,0,0,0,0
S01009322,,368,,4,2,1,5,5,4,5,2,4,4,0,2,5,5,1,5,3,3,7,3,3,1,4,4,3,5,1,2,0,3,0,8,1,9,2,5,5,7,1,3,8,3,4,5,8,12,6,4,4,3,4,7,3,5,5,5,4,6,5,6,10,5,2,9,7,13,4,6,8,5,2,4,4,5,9,4,3,3,2,2,1,3,3,1,1,3,2,1,0,2,0
S01009323,,305,,4,0,2,2,3,2,2,2,4,1,3,1,7,1,3,0,2,3,6,2,4,2,6,0,1,4,4,0,5,4,0,6,2,6,1,1,4,0,2,4,4,4,3,6,2,2,6,6,4,6,6,2,2,11,2,4,7,3,7,2,9,3,5,4,2,10,9,2,4,4,10,5,7,3,5,2,2,4,4,5,3,1,1,1,1,2,1,0,0,0,1
S01009324,,264,,3,5,4,3,2,3,5,0,3,1,4,3,5,3,3,0,2,4,2,2,4,5,2,2,3,3,3,5,4,3,2,6,2,4,6,3,2,5,4,1,0,3,5,2,7,1,1,4,2,6,2,3,4,5,2,3,6,6,4,0,6,7,2,3,3,6,2,5,1,3,7,1,3,2,1,3,3,4,0,0,3,0,1,2,1,1,0,0,1,0,1
S01009325,,366,,3,6,8,6,7,9,2,2,9,5,3,4,5,11,4,6,4,4,4,2,1,3,1,1,4,2,1,2,2,2,1,0,4,6,8,12,10,13,6,9,11,10,3,10,5,6,3,9,7,7,5,7,3,7,5,3,0,8,1,3,2,5,3,5,3,1,0,1,1,4,2,0,1,4,1,2,2,0,4,1,2,0,1,0,4,4,0,2,2,0,4
S01009326,,288,,5,5,4,8,3,9,6,2,4,13,6,10,7,6,1,2,2,5,7,1,3,2,4,4,3,1,5,1,2,0,8,2,8,8,5,1,4,11,3,4,3,6,6,5,4,9,5,10,4,7,3,0,0,0,5,4,0,3,3,2,2,3,2,1,0,2,0,1,2,1,2,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1
S01009327,,254,,2,1,2,3,5,1,1,2,1,3,3,4,3,6,3,2,3,6,2,0,0,2,1,0,1,1,3,3,2,0,1,0,2,2,4,2,2,2,0,4,1,5,3,6,0,2,0,3,6,9,5,3,3,2,4,1,7,3,5,3,3,3,7,4,6,6,4,5,5,1,9,6,4,1,3,4,2,0,3,3,1,3,2,1,6,0,1,3,2,0,0
S01009328,,415,,7,22,14,18,17,8,7,6,4,6,2,4,3,3,1,3,1,5,0,1,3,3,4,6,7,0,2,2,4,15,11,12,14,19,16,7,14,7,12,17,6,12,5,3,6,8,11,6,4,4,2,4,6,2,2,5,3,3,2,2,0,1,2,1,0,0,2,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
S01009329,,254,,10,9,6,6,3,5,5,4,4,5,2,3,4,1,3,2,4,2,0,0,1,1,2,6,5,12,12,11,6,11,10,9,5,2,2,4,2,2,7,6,12,4,6,0,4,3,0,4,1,1,2,3,4,1,1,1,0,0,0,0,0,2,1,1,0,1,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01009330,,272,,10,8,5,7,6,8,6,2,3,5,1,9,8,2,1,5,2,5,2,3,2,5,3,0,4,1,4,7,7,7,2,3,3,6,6,3,3,5,11,4,6,4,9,9,3,4,3,6,3,2,5,1,7,2,2,1,1,0,2,0,1,4,0,3,2,1,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S01009331,,290,,3,4,4,2,4,8,1,4,6,6,10,3,4,11,7,5,6,6,9,3,4,1,2,2,3,0,2,1,5,0,1,1,6,3,5,2,4,6,2,10,7,7,9,5,6,11,10,7,10,1,10,3,6,1,6,1,4,4,2,4,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01009332,,424,,4,7,4,7,2,3,7,6,7,7,2,4,3,1,1,8,5,2,5,8,3,5,4,3,4,3,4,3,7,2,2,4,7,3,11,2,7,7,10,8,1,4,8,16,6,7,5,10,6,3,10,6,7,7,10,5,5,9,4,5,4,7,5,6,7,3,10,8,5,4,5,4,3,0,2,2,3,2,1,4,2,0,2,2,2,1,0,2,0,1,1
S01009333,,386,,8,6,10,5,4,8,0,7,2,7,7,2,3,4,4,0,7,4,4,5,4,6,5,7,2,3,10,16,4,8,10,3,7,9,2,4,6,11,11,11,3,7,4,9,3,6,4,5,5,2,6,2,2,2,4,7,3,3,9,3,3,1,2,3,5,4,6,2,4,3,1,0,4,2,4,6,0,0,3,2,1,0,1,0,0,0,0,1,2,0,1
S01009334,,295,,5,1,1,0,3,4,6,8,5,4,4,6,3,5,1,5,2,7,9,1,3,5,3,4,3,2,1,3,2,3,7,2,2,6,3,6,6,3,2,4,5,3,4,3,4,4,4,6,5,5,3,9,2,2,10,8,5,4,3,1,0,1,5,2,6,3,2,2,4,3,2,5,2,6,0,2,1,1,1,3,3,1,0,0,0,0,0,0,0,0,0
S01009335,,384,,2,7,5,5,3,5,5,6,5,8,5,4,8,3,7,7,7,5,7,3,2,5,2,6,5,5,6,0,7,8,6,0,1,4,3,3,5,3,7,3,6,4,5,9,11,9,8,10,8,5,6,3,4,5,2,3,5,7,4,3,3,6,5,7,7,5,5,2,3,3,3,2,5,5,2,3,1,0,1,3,1,0,2,2,0,1,0,1,0,0,1
S01009336,,328,,8,8,7,6,2,7,2,6,4,2,4,4,3,5,3,5,5,6,5,5,5,2,8,5,1,8,8,5,6,5,4,11,3,4,4,2,6,8,3,9,5,4,0,1,3,2,3,2,7,3,9,1,7,7,4,5,1,4,7,4,2,1,3,4,0,6,0,1,3,2,2,1,0,3,3,2,1,2,2,1,1,0,0,1,1,0,0,1,2,0,0
S01009337,,368,,7,6,7,6,8,6,5,4,5,5,8,6,5,5,11,6,3,2,6,6,4,3,8,3,5,1,4,7,2,6,7,7,6,3,7,1,6,7,8,2,7,2,10,7,8,2,4,2,11,3,3,0,3,3,7,7,3,3,3,5,5,4,2,3,7,3,1,2,3,3,1,0,0,5,4,2,0,1,0,2,2,3,1,3,0,0,1,1,1,0,1
S01009338,,382,,4,4,3,4,8,3,9,5,1,4,3,1,9,3,3,1,4,5,6,5,6,3,1,6,4,3,4,5,3,7,7,10,2,6,6,11,2,3,2,1,7,12,4,9,3,7,3,4,5,8,6,2,9,4,4,7,5,2,6,15,4,3,2,6,4,6,5,3,1,4,4,2,2,2,3,2,3,3,3,3,3,3,3,2,2,1,0,2,0,0,2
S01009339,,437,,5,6,4,12,10,2,15,11,5,4,9,6,4,8,7,5,8,9,6,5,4,5,6,9,8,1,8,10,5,1,5,4,3,12,5,4,10,4,11,8,7,4,6,1,5,6,7,3,1,3,6,8,5,12,0,8,4,1,6,6,5,8,3,6,4,1,4,7,5,2,6,1,0,0,0,3,4,1,1,0,0,2,3,1,0,2,1,1,1,1,1
S01009340,,293,,5,3,2,7,6,2,4,6,4,5,5,3,3,6,4,8,6,8,3,5,2,4,1,4,0,3,1,3,4,5,2,7,7,0,4,2,2,2,4,5,3,1,0,5,2,6,5,4,3,5,5,2,5,5,6,4,1,3,4,3,2,4,4,3,4,4,3,4,4,6,1,3,2,0,2,4,2,0,0,2,0,0,2,1,1,0,2,1,1,1,1
S01009341,,289,,4,4,2,2,6,7,4,1,4,3,0,2,1,3,2,5,4,1,12,2,1,2,4,1,3,4,2,5,6,5,4,1,3,1,2,2,5,8,9,5,3,6,5,7,3,2,6,3,3,5,4,5,5,3,1,5,4,4,3,3,2,5,5,3,4,8,3,2,1,4,1,3,3,1,1,1,2,2,3,1,0,0,1,2,4,0,0,1,1,0,3
S01009342,,355,,5,7,5,0,3,7,5,2,6,4,2,6,4,2,3,5,0,4,3,5,5,4,3,5,5,2,7,6,9,3,7,4,3,2,8,4,3,6,4,6,4,5,6,4,6,9,10,7,4,5,4,7,3,2,2,1,2,8,6,4,6,3,5,7,3,2,3,2,2,5,7,3,2,4,4,4,2,2,1,2,0,4,1,1,0,2,1,0,0,0,4
S01009343,,265,,2,3,2,4,5,3,3,2,4,4,2,2,5,4,4,5,1,3,6,2,5,5,6,5,4,6,2,2,1,0,3,8,3,2,2,1,6,6,5,4,4,2,7,5,3,2,6,1,3,4,1,4,1,4,6,2,2,4,4,4,1,4,5,4,3,3,2,2,5,3,3,0,5,1,1,2,2,3,0,1,1,0,3,0,0,0,0,0,0,0,0
S01009344,,285,,4,5,1,5,1,0,2,5,4,2,5,2,6,3,6,4,0,1,3,2,4,2,4,3,2,1,4,0,4,7,7,5,3,4,6,4,4,2,4,7,7,2,4,3,1,7,5,4,3,2,8,5,5,1,2,5,3,4,3,2,2,3,5,5,3,4,1,6,3,4,4,2,2,0,3,2,4,5,2,0,1,5,1,1,0,0,1,1,0,0,1
S01009345,,440,,6,7,3,1,9,4,10,4,5,7,8,5,7,3,5,5,4,7,8,6,3,6,8,5,2,4,5,8,5,5,8,5,8,9,9,8,6,8,4,6,4,5,4,5,11,7,4,4,5,6,4,11,7,8,3,4,3,6,5,4,7,6,5,8,7,6,2,4,4,4,1,3,0,4,5,4,6,4,0,1,0,2,2,0,4,1,3,0,0,1,0
