"Table 1b: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,,,,MALES,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01010965,,235,,4,0,2,0,4,1,3,6,3,1,4,5,3,4,3,2,4,2,3,6,4,7,3,2,6,0,2,5,5,5,4,0,4,4,3,3,1,3,1,5,4,3,2,2,5,2,1,3,2,4,4,4,5,6,4,3,0,7,2,7,3,3,2,4,1,1,7,0,2,2,1,2,0,1,1,1,0,0,1,0,1,3,0,2,0,0,0,0,0,0,0
S01010966,,339,,7,4,1,0,7,2,1,0,2,1,2,7,3,5,2,3,6,7,7,6,7,12,5,2,3,3,4,1,2,3,6,2,3,3,6,2,5,3,3,3,8,4,2,2,5,5,10,7,3,5,7,5,3,4,3,5,6,5,1,6,3,11,3,4,5,6,6,5,6,2,5,6,3,4,3,2,6,1,2,0,0,2,0,1,1,1,0,1,0,1,2
S01010967,,321,,3,8,10,3,7,5,2,6,1,6,4,1,5,4,6,3,7,6,6,5,4,2,3,2,1,4,8,4,2,4,4,3,4,4,3,4,0,4,7,1,5,3,5,7,8,2,7,5,9,10,2,1,2,5,4,2,2,7,3,2,5,5,3,2,7,5,4,0,2,2,1,1,1,1,2,2,3,4,3,2,1,0,0,0,1,4,0,1,1,1,0
S01010968,,342,,1,3,2,3,1,5,1,5,5,5,2,7,4,7,2,5,3,10,1,3,2,2,4,1,1,6,2,8,3,3,2,4,7,2,1,2,6,2,3,4,6,14,3,6,4,6,5,3,5,2,4,6,6,4,7,2,0,4,8,2,3,4,7,6,7,2,5,6,3,2,5,5,3,7,4,3,7,3,2,5,4,3,3,0,2,2,1,0,0,0,1
S01010969,,281,,2,2,0,2,3,0,4,0,0,0,5,3,4,2,1,7,1,3,1,3,7,0,4,2,1,1,3,2,1,4,2,9,2,1,2,0,3,4,3,5,6,2,3,4,2,0,4,4,3,3,4,2,4,2,7,3,7,3,5,6,7,9,11,3,7,2,5,5,6,2,6,4,4,5,5,4,1,3,3,4,2,2,0,3,0,2,0,2,0,0,1
S01010970,,490,,3,7,8,3,2,6,10,6,3,4,6,5,7,6,4,1,6,4,7,6,6,10,5,12,3,4,8,5,4,4,2,6,3,5,4,3,9,6,7,7,9,5,10,13,10,9,8,10,3,9,6,5,9,4,5,8,10,8,7,11,6,3,10,12,8,4,4,5,5,2,4,4,3,5,3,3,1,5,3,4,7,0,4,2,3,0,2,0,0,0,2
S01010971,,496,,2,7,3,5,8,8,8,7,5,6,3,10,7,2,10,6,4,13,10,14,8,8,9,4,1,2,5,3,5,2,4,5,6,4,6,5,5,10,8,9,2,4,11,7,7,10,14,9,9,6,9,8,6,5,10,8,7,9,5,12,4,6,5,8,4,3,8,6,5,2,5,1,3,2,3,2,3,4,3,2,2,4,2,2,0,0,1,0,0,0,1
S01010972,,397,,3,6,8,4,4,9,11,7,4,10,8,4,5,7,7,11,6,8,4,4,5,11,9,10,10,3,5,6,3,6,4,6,5,11,3,5,1,3,2,7,8,4,4,2,3,3,5,6,3,4,7,2,5,4,6,6,2,5,0,0,5,9,7,5,3,2,8,2,5,4,4,3,2,1,3,0,0,1,3,0,1,0,0,0,1,1,1,0,0,1,1
S01010973,,245,,0,2,3,3,1,4,0,1,5,2,4,4,2,3,3,2,5,5,1,6,1,4,1,5,3,2,2,1,1,2,2,0,4,1,1,3,0,4,2,4,0,4,5,3,5,1,5,5,4,7,5,2,2,5,6,4,5,2,2,0,5,10,4,1,4,3,3,1,6,3,4,3,3,5,3,3,2,0,0,2,2,1,3,0,1,0,0,0,1,1,0
S01010974,,334,,4,4,2,3,6,3,4,3,4,4,4,4,3,1,0,0,5,1,4,3,5,2,5,8,4,4,4,3,4,3,3,2,3,3,3,3,3,1,5,2,4,2,3,6,5,2,5,5,7,8,6,13,7,8,9,5,5,4,6,2,4,8,4,1,6,5,6,5,2,4,3,2,3,6,3,3,2,1,0,3,4,1,1,6,3,3,0,0,0,0,1
S01010975,,243,,4,3,4,2,3,2,2,2,2,5,7,4,4,3,9,5,2,4,7,7,1,1,2,8,1,5,2,1,1,2,3,4,3,0,0,1,2,3,2,3,7,6,4,4,2,3,4,4,4,7,8,1,5,2,5,4,2,0,0,4,2,1,1,2,1,2,3,2,3,4,0,3,2,1,3,1,1,1,1,1,1,0,0,0,0,0,1,2,0,1,1
S01010976,,280,,4,1,3,4,4,1,2,5,3,0,1,2,3,6,2,5,4,2,4,7,4,2,3,4,2,4,0,3,3,4,3,2,2,2,5,3,5,4,3,4,3,1,4,3,6,3,6,6,2,4,6,4,4,4,5,6,4,1,1,3,1,2,3,5,3,5,5,2,3,4,3,2,3,2,3,7,4,2,1,0,1,1,2,0,2,2,2,2,3,0,4
S01010977,,327,,2,0,3,3,4,2,1,5,5,2,2,2,6,3,3,4,7,7,6,5,5,5,4,4,3,3,4,3,3,1,1,2,2,2,0,2,6,2,5,4,4,9,5,6,3,5,2,11,5,7,3,5,8,3,10,6,3,5,3,4,6,3,3,3,5,3,1,2,7,3,3,0,4,9,0,3,4,4,4,6,2,3,2,2,2,0,2,0,1,0,0
S01010978,,352,,6,4,8,11,2,2,4,7,0,3,4,5,2,7,6,5,7,1,6,4,3,8,7,6,9,5,4,8,7,1,5,3,6,1,4,3,4,6,1,2,3,4,4,4,5,4,4,3,5,10,3,10,1,8,7,2,2,6,5,5,5,2,3,5,6,2,2,1,2,1,4,2,2,1,3,4,4,4,2,3,2,4,2,1,0,1,0,1,1,0,0
S01010979,,386,,6,5,6,7,5,9,9,7,8,6,3,7,3,3,7,9,9,8,5,7,1,5,6,3,8,3,6,6,2,7,3,7,6,5,7,3,4,8,4,3,5,5,1,4,6,5,6,5,8,3,5,6,9,4,5,2,6,3,2,5,2,4,4,6,3,4,5,3,3,1,3,3,2,2,1,3,1,1,0,0,0,3,2,1,2,1,1,3,0,1,0
S01010980,,331,,3,5,3,4,2,1,4,4,4,5,3,2,9,4,6,7,3,7,3,7,5,4,5,7,1,2,3,3,3,3,3,2,3,3,5,4,4,0,5,5,3,2,5,1,6,3,8,9,5,7,2,4,11,6,4,3,8,3,4,5,3,3,6,4,4,6,2,7,4,1,1,2,6,3,4,2,2,4,2,2,2,0,1,0,1,0,0,2,1,0,1
S01010981,,335,,4,1,4,7,6,3,4,3,5,4,1,2,6,4,2,6,2,3,2,2,4,1,8,2,2,3,0,2,3,7,2,6,1,4,4,4,5,4,3,4,6,4,1,2,1,4,4,7,4,8,4,4,1,7,2,8,5,7,3,5,7,9,5,3,11,6,4,9,2,6,4,4,3,3,4,2,3,4,1,2,4,1,1,4,2,1,1,0,0,0,2
S01010982,,582,,5,4,4,6,5,6,6,7,5,7,3,6,2,5,6,1,3,5,4,3,6,1,5,5,6,8,6,5,4,2,5,6,4,8,10,3,8,4,3,6,7,12,5,8,7,7,5,10,9,10,5,15,14,17,15,12,11,14,11,12,10,14,11,11,15,9,13,5,7,2,2,5,8,7,6,3,4,5,4,1,4,2,2,3,7,3,2,2,3,2,6
S01010983,,367,,3,2,3,3,2,7,6,0,2,2,5,3,2,5,9,2,3,4,9,2,6,3,2,3,1,2,4,3,2,4,1,2,4,3,4,8,4,5,3,4,9,7,6,6,5,5,6,4,2,10,3,4,7,8,7,5,3,11,7,5,8,8,5,3,3,3,6,3,2,5,3,4,3,4,5,6,5,5,2,5,1,2,3,1,3,1,0,1,0,0,5
S01010984,,311,,4,2,2,2,2,3,5,3,0,6,1,4,2,3,0,2,3,5,2,1,2,2,4,0,2,0,2,1,3,2,1,4,1,1,4,1,1,3,4,1,4,7,4,6,5,4,7,3,4,5,5,5,6,4,4,4,2,5,11,4,6,3,8,2,6,4,5,13,7,11,2,6,3,8,7,5,3,5,4,2,1,1,0,0,2,2,1,0,1,0,3
S01010985,,298,,3,0,6,5,5,3,2,3,4,5,2,3,3,2,7,2,3,8,9,2,9,3,4,3,5,4,5,2,1,4,2,4,3,4,4,1,3,7,3,4,3,5,2,6,2,5,6,4,4,5,4,7,7,2,3,5,6,4,1,4,1,3,2,3,3,5,2,0,3,1,0,4,2,4,2,6,1,0,2,3,2,0,1,1,4,1,0,1,2,0,2
S01010986,,270,,5,9,5,4,4,5,6,6,7,1,1,6,3,2,4,1,3,5,5,8,3,1,3,2,1,2,1,2,2,4,0,3,4,5,10,3,5,7,6,2,5,7,3,5,7,8,6,3,7,3,2,5,6,6,2,3,4,1,2,2,1,1,2,3,2,0,1,3,2,4,3,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
S01010987,,320,,2,0,3,4,10,7,6,8,11,7,6,7,9,9,8,5,7,6,3,2,1,2,2,1,1,0,0,0,1,1,5,2,1,4,2,4,0,6,2,8,10,7,8,10,10,13,12,4,9,5,6,10,5,3,5,2,0,5,4,2,2,2,2,4,2,1,1,2,0,0,0,0,1,1,1,0,2,0,0,1,1,0,2,0,1,0,0,0,0,0,1
S01010988,,311,,2,7,5,4,8,7,7,7,8,4,7,3,10,5,8,3,2,11,8,3,6,1,0,1,2,2,0,0,1,4,2,4,4,5,3,2,2,4,7,6,10,10,5,13,11,5,3,6,5,6,8,4,2,5,4,3,2,3,3,1,2,4,1,3,3,0,2,1,1,0,3,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S01010989,,472,,14,19,14,11,2,12,4,4,6,4,7,4,5,2,6,3,3,3,4,3,6,5,6,3,8,20,21,16,16,16,15,11,12,11,6,11,16,5,11,15,8,11,6,7,6,11,12,4,7,1,6,2,4,1,2,3,2,3,2,1,2,3,0,1,1,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01010990,,373,,6,5,3,2,6,2,5,3,4,6,7,5,2,7,6,7,5,4,7,6,3,6,5,3,1,3,2,7,3,3,4,3,8,2,1,8,8,4,5,4,2,6,12,5,5,5,9,3,2,3,4,7,1,7,4,3,5,3,8,4,4,1,5,5,14,3,8,4,2,7,2,6,4,7,5,1,2,0,1,4,4,0,0,1,2,0,0,0,1,0,1
S01010991,,276,,2,5,0,2,5,3,3,3,2,2,4,5,4,2,3,2,10,2,7,4,5,2,1,6,2,2,2,1,3,1,2,5,4,2,3,4,2,0,4,2,9,8,1,3,5,5,3,6,5,5,9,6,0,3,4,3,3,9,2,0,2,5,4,5,8,7,2,1,2,4,2,2,2,1,4,4,2,3,0,0,1,1,0,1,0,0,1,0,0,0,0
S01010992,,305,,3,2,5,7,10,10,11,9,6,13,4,6,4,5,5,5,2,6,3,3,2,1,2,0,1,0,4,1,1,0,2,6,2,3,4,2,11,5,11,12,10,8,11,12,12,3,4,10,2,4,2,2,2,4,2,1,1,4,3,3,2,0,3,2,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
S01010993,,305,,2,2,4,4,7,2,2,3,3,5,4,4,6,3,4,5,5,6,4,4,3,0,6,1,3,4,2,2,2,2,0,1,4,4,4,3,2,5,5,5,2,7,4,6,6,4,7,8,6,3,11,9,8,5,3,5,2,5,3,5,4,0,4,4,4,2,5,2,6,4,0,4,2,2,1,0,1,1,2,2,3,2,1,0,0,0,1,1,0,0,1
S01010994,,542,,4,8,5,10,7,7,7,4,5,5,4,10,12,5,9,7,8,2,3,5,5,5,5,8,4,6,5,4,7,4,8,4,10,12,7,2,11,8,6,6,8,13,8,9,10,6,9,6,12,9,4,5,11,4,10,7,3,7,9,6,4,11,7,8,7,4,2,15,3,5,5,1,7,6,2,7,4,4,3,7,4,1,6,3,1,1,1,0,0,1,2
S01010995,,330,,2,2,2,2,4,2,2,4,3,0,4,3,5,3,6,1,2,3,2,4,6,2,6,4,3,5,1,3,3,1,5,5,3,7,0,2,2,6,4,1,2,3,7,4,2,3,4,3,7,4,7,10,5,7,5,7,4,7,7,5,10,12,10,13,6,7,7,6,5,0,2,4,1,2,1,2,3,2,3,2,2,0,0,0,0,2,0,0,0,0,0
S01010996,,286,,2,5,5,5,2,4,5,3,1,1,0,3,2,2,4,3,3,5,2,3,6,0,3,2,0,2,2,2,0,0,2,4,2,3,4,1,6,4,3,8,7,8,7,5,4,3,6,3,4,8,1,9,7,6,6,5,3,3,1,6,5,3,4,5,8,0,5,3,2,0,3,0,3,1,2,5,2,2,1,1,2,0,2,0,4,0,0,1,0,2,4
S01010997,,299,,1,3,3,2,1,5,1,4,0,3,1,4,0,4,3,4,0,1,4,1,2,4,4,1,6,3,2,0,2,1,1,1,3,0,1,1,1,2,1,3,1,4,0,6,4,5,2,4,8,4,9,3,8,5,4,4,6,6,9,4,8,7,6,6,11,5,1,4,5,5,5,5,6,4,7,4,3,1,2,1,4,4,2,3,1,3,0,4,0,2,0
S01010998,,279,,2,4,0,3,0,4,0,1,3,4,6,5,8,5,2,5,2,8,3,4,5,4,2,3,2,1,0,0,0,1,0,1,2,2,3,2,2,1,1,4,4,4,7,8,9,8,5,4,4,4,5,8,4,5,0,5,1,4,3,3,6,9,9,2,4,5,3,3,3,1,1,4,0,2,0,5,4,2,1,2,3,2,0,0,1,3,0,0,0,1,3
S01010999,,438,,4,4,5,5,8,3,5,4,5,3,5,4,4,3,7,6,4,12,1,2,3,1,1,2,3,6,0,2,1,3,4,6,8,3,7,2,6,3,6,7,6,4,3,6,2,4,11,9,9,7,3,1,7,6,6,8,5,5,8,9,5,4,7,4,11,11,6,6,6,10,13,10,12,1,4,5,4,4,5,3,2,2,2,3,2,4,0,1,2,1,1
S01011000,,406,,3,2,5,3,3,4,8,4,5,5,4,3,3,9,6,4,8,6,1,4,4,4,5,7,7,3,4,2,2,0,3,4,6,3,4,2,2,5,7,5,4,10,6,8,8,9,7,6,9,8,5,9,7,5,8,6,6,4,5,8,6,10,6,7,11,5,0,4,6,9,7,4,3,3,3,4,2,0,1,3,0,3,1,0,0,0,0,0,0,1,0
S01011001,,323,,8,5,3,3,8,8,2,9,1,2,4,2,2,4,1,2,4,10,2,5,3,5,2,3,5,2,3,3,3,5,3,3,6,1,2,5,5,4,5,1,2,4,2,2,5,7,1,6,7,6,4,5,4,6,4,7,2,3,4,8,4,2,5,4,2,10,12,2,4,2,3,2,4,2,4,1,4,4,1,1,3,1,0,0,1,1,1,0,0,0,0
S01011002,,336,,4,3,3,3,3,1,4,3,6,4,4,5,5,5,2,4,5,5,5,3,1,2,5,4,3,6,9,5,2,5,2,3,1,2,1,3,2,3,4,1,6,1,4,6,8,4,7,7,8,5,3,8,12,8,4,3,7,4,2,9,5,6,7,4,2,4,4,4,7,2,5,1,2,2,2,2,2,2,1,0,3,4,1,0,2,1,0,1,1,0,2
S01011003,,330,,8,2,6,3,5,7,6,1,3,4,5,3,4,5,0,6,7,7,2,2,3,7,7,4,4,2,4,6,2,3,2,4,2,4,5,3,6,2,3,8,3,4,2,11,5,4,2,1,4,9,4,4,9,3,2,10,7,7,6,6,6,2,5,1,2,3,3,2,3,1,0,2,3,3,0,3,1,2,4,4,0,0,4,1,1,2,0,2,0,0,0
S01011004,,297,,1,2,8,5,5,2,3,3,2,3,4,5,6,6,6,3,5,7,2,0,0,1,2,3,6,6,3,3,3,1,2,5,3,5,4,7,3,4,2,5,5,6,4,5,7,8,7,2,5,5,4,3,5,5,2,8,4,3,2,8,2,3,2,5,1,1,4,4,3,2,1,2,2,0,2,3,2,1,4,1,2,1,1,0,0,0,1,0,3,0,0
S01011005,,318,,4,2,0,5,1,2,6,3,1,6,1,4,3,5,0,3,3,6,0,1,4,5,0,5,2,3,5,4,3,6,8,3,6,3,7,6,2,3,1,8,8,2,2,3,1,6,6,2,5,8,2,5,2,5,7,6,6,3,2,5,2,5,6,7,9,5,1,7,3,2,9,5,0,3,2,4,2,4,3,0,1,6,0,1,1,1,0,0,2,1,0
S01011006,,474,,3,6,6,8,3,4,10,6,10,6,3,6,10,5,7,2,3,4,6,3,8,5,7,7,10,6,12,9,8,9,9,10,6,3,8,7,7,9,6,8,12,4,9,4,8,3,7,9,9,7,7,4,2,4,6,7,7,3,7,4,4,6,6,4,4,7,7,4,5,2,3,5,4,1,1,3,4,3,3,4,1,1,3,0,0,0,1,0,0,0,0
S01011007,,344,,3,3,3,3,2,4,6,6,2,5,5,8,12,6,8,7,8,9,5,4,6,3,5,2,3,5,0,2,4,2,1,1,5,6,2,4,2,0,6,0,9,2,3,6,6,9,4,7,4,3,3,4,4,5,6,4,8,8,4,2,3,4,8,3,7,5,4,1,5,4,3,1,1,3,2,2,2,1,3,3,1,2,3,2,0,0,0,0,0,0,2
S01011008,,378,,3,2,6,0,2,7,2,5,7,4,4,7,2,9,6,1,5,4,5,4,4,5,8,3,5,5,2,6,8,1,4,3,4,1,2,5,2,2,10,2,7,3,7,3,5,3,2,6,5,8,9,5,8,6,10,2,6,6,10,3,2,7,5,4,7,4,3,5,5,6,8,3,10,3,4,3,2,2,1,1,2,1,2,2,1,2,1,0,0,0,1
S01011009,,240,,0,4,2,2,3,4,1,5,5,4,5,6,4,3,1,3,1,2,2,2,2,7,6,3,2,4,2,6,4,5,2,1,2,1,3,3,3,4,5,5,4,0,4,8,2,2,1,3,0,3,4,4,3,3,4,3,2,9,6,5,2,5,5,5,4,5,2,0,0,2,1,0,0,2,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
S01011010,,268,,4,4,4,1,0,2,2,2,1,0,0,1,4,2,2,0,3,0,3,2,3,1,4,8,4,5,5,5,3,3,2,5,4,5,5,1,5,6,10,3,6,6,2,5,1,3,5,10,5,6,1,5,0,5,5,10,7,5,2,8,0,3,2,3,0,3,1,1,1,0,2,1,4,2,3,3,1,2,2,0,1,2,1,0,1,2,3,0,1,0,2
S01011011,,367,,8,1,4,2,3,4,1,3,5,4,3,3,4,5,6,1,1,1,8,8,9,2,6,3,9,5,9,7,0,3,5,7,9,6,4,6,2,3,4,1,6,11,8,2,10,4,7,6,1,5,4,5,11,4,6,5,7,3,3,4,6,1,3,4,9,3,3,4,4,8,4,1,4,2,0,1,4,2,1,3,2,0,2,3,0,2,0,2,0,0,2
S01011012,,328,,5,14,5,3,5,7,6,4,5,3,11,4,2,4,4,3,4,9,4,6,8,3,6,5,4,4,2,4,5,7,6,2,2,3,3,4,2,5,4,6,4,8,2,11,1,8,3,6,3,4,1,6,3,1,3,6,2,3,1,3,3,4,2,5,2,3,3,1,0,0,2,6,2,4,2,0,0,1,2,1,4,2,1,1,1,0,0,0,1,0,3
S01011013,,370,,7,4,2,4,3,8,2,3,4,3,3,11,5,4,3,5,5,5,1,7,3,4,3,9,1,4,1,6,9,2,1,3,5,3,2,7,5,4,0,6,6,0,10,5,13,6,6,6,2,4,6,3,6,9,7,6,3,2,5,2,5,8,7,6,7,3,3,4,5,4,4,6,2,4,4,1,3,1,4,3,3,0,2,1,1,0,1,0,1,0,3
S01011014,,401,,1,6,0,3,6,3,2,4,4,3,0,2,4,4,7,8,6,4,2,5,8,8,5,7,2,6,2,5,7,4,4,3,5,3,6,2,5,6,4,6,5,5,4,4,9,5,4,2,16,9,8,5,4,3,6,7,8,9,6,8,6,8,12,7,13,6,3,6,7,6,2,1,3,2,2,1,4,3,0,3,1,3,1,0,1,0,0,0,0,0,1
S01011015,,217,,2,3,5,3,2,4,0,2,2,1,5,4,2,2,3,2,3,3,2,7,2,1,4,1,2,2,2,1,1,1,0,5,4,1,2,1,2,2,2,1,5,0,1,3,5,1,2,5,7,1,3,6,4,6,3,3,4,5,3,4,5,6,0,7,6,3,1,3,5,2,2,2,1,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
S01011016,,442,,12,9,6,9,8,13,9,3,7,1,8,4,6,4,8,7,4,4,4,7,11,8,6,2,5,7,6,9,5,7,9,9,12,9,10,11,12,12,11,8,8,11,9,8,8,6,9,6,10,6,6,8,5,4,2,7,3,3,2,2,3,1,2,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
S01011017,,391,,1,6,2,3,5,3,6,4,3,4,8,4,7,6,1,3,3,5,7,3,5,7,1,2,5,3,1,0,0,2,1,1,0,5,3,3,1,1,3,4,8,7,4,6,9,2,7,9,6,11,7,5,5,9,9,3,8,4,11,7,7,8,4,7,13,7,9,4,6,5,5,5,5,3,5,2,4,3,2,2,3,2,0,3,4,1,0,1,1,1,0
S01011018,,430,,6,4,4,10,8,5,8,2,4,5,0,5,2,7,6,4,7,7,3,4,5,7,2,5,2,2,4,2,7,7,2,7,3,2,3,2,5,4,6,12,6,6,11,7,6,9,3,8,4,5,14,10,6,4,8,7,9,4,9,6,5,5,5,5,7,6,6,7,3,5,5,1,4,2,1,3,1,1,1,4,3,4,6,1,1,3,1,1,0,1,0
S01011019,,507,,6,6,11,7,7,8,4,8,10,9,10,10,4,6,5,4,3,4,4,4,6,5,2,7,9,3,7,7,8,7,3,14,9,8,7,6,5,13,16,8,6,4,9,6,6,8,3,10,8,7,7,10,11,6,5,1,6,5,4,4,7,4,6,8,7,5,5,3,6,5,1,5,4,5,3,3,5,3,2,0,3,0,6,2,0,1,1,1,0,0,0
S01011020,,252,,3,1,5,4,5,5,5,5,4,3,4,2,1,2,5,1,2,2,1,1,1,1,2,4,0,0,4,1,1,4,2,3,2,4,0,3,3,3,6,5,2,6,3,5,5,5,10,4,6,5,4,3,1,3,4,3,3,7,3,3,3,5,5,4,5,5,1,3,5,1,2,0,2,1,2,2,0,1,1,2,1,1,2,0,1,0,0,1,0,0,1
S01011021,,426,,5,2,3,4,3,5,5,7,6,6,9,7,5,8,2,8,7,7,8,6,11,7,9,6,8,3,6,2,5,5,11,9,2,1,2,5,2,7,4,6,3,4,4,10,4,5,5,7,4,11,9,5,3,6,6,4,4,5,6,5,1,2,2,6,4,5,6,8,5,9,3,3,4,1,1,2,6,4,4,1,2,4,0,1,0,0,3,1,1,0,3
S01011022,,284,,4,3,3,4,5,5,6,2,3,6,5,2,5,5,8,6,10,3,5,5,1,9,3,1,4,6,2,1,3,3,12,0,2,5,0,4,5,3,4,2,3,1,5,0,1,3,3,5,1,2,4,4,6,4,5,4,5,4,0,7,1,4,4,6,2,4,2,4,3,0,4,1,3,2,0,0,1,1,2,0,3,1,1,0,1,1,0,0,1,0,0
S01011023,,383,,5,11,4,6,7,6,4,3,4,3,8,2,3,4,4,6,2,6,1,5,5,4,4,5,6,5,8,4,3,6,4,5,7,3,4,3,5,4,2,6,9,9,6,3,7,4,1,12,10,6,5,7,9,5,5,3,3,5,10,3,3,4,7,3,4,2,6,5,4,2,2,4,3,1,3,0,1,1,1,6,1,2,3,0,2,0,0,2,1,0,1
S01011024,,367,,1,11,5,7,7,5,6,8,9,11,5,8,5,6,7,6,4,10,6,2,7,10,8,1,4,5,8,4,9,2,5,6,5,6,6,4,3,4,4,2,2,5,4,7,5,1,4,3,7,2,5,9,7,4,1,8,1,5,2,4,2,3,2,2,3,3,1,3,3,1,3,1,2,3,2,0,1,3,1,4,3,2,0,1,0,0,0,0,0,0,0
S01011025,,346,,4,6,3,2,7,6,3,6,4,2,6,3,4,4,5,7,6,8,6,3,7,6,5,4,5,7,5,7,6,4,4,6,5,6,3,6,7,8,5,4,1,4,7,6,1,5,6,4,5,8,7,7,3,3,5,5,5,5,2,7,6,5,2,1,1,3,3,3,3,4,2,2,3,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
S01011026,,262,,0,2,2,2,5,2,4,2,1,0,0,5,2,4,1,4,2,2,0,7,3,3,9,7,4,6,4,4,4,5,4,3,1,7,5,4,7,1,5,1,5,1,2,3,4,7,6,3,7,6,2,4,4,4,3,2,8,3,2,4,3,0,3,6,4,7,4,4,3,1,1,1,2,1,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
S01011027,,431,,6,13,8,8,7,8,8,10,6,10,5,6,4,6,4,11,4,7,6,5,3,6,5,6,6,3,3,3,5,3,5,3,6,13,8,5,8,7,5,8,6,10,5,5,6,6,4,11,4,4,3,8,7,8,4,4,6,6,1,1,3,4,4,3,4,2,1,3,3,4,3,3,4,0,0,1,4,5,3,4,0,2,2,1,3,0,1,0,1,0,1
S01011028,,472,,7,14,16,13,13,10,3,7,5,11,9,9,5,5,8,9,5,4,5,8,5,7,7,5,1,2,2,8,9,6,7,4,4,7,7,8,12,9,8,0,7,3,2,6,5,3,11,8,4,6,9,4,7,5,6,2,2,3,3,1,8,1,4,5,4,3,2,5,4,5,9,5,7,8,2,3,1,1,3,1,3,1,0,3,1,1,0,0,0,0,1
S01011029,,306,,2,3,3,2,5,4,10,4,2,1,6,5,1,3,2,6,9,3,5,5,3,1,7,6,1,6,0,6,8,8,2,2,2,2,4,4,2,3,2,8,2,3,4,6,5,4,6,5,9,0,2,6,7,8,5,5,4,2,3,0,2,2,4,4,5,5,2,1,4,4,3,2,2,0,1,4,3,0,2,2,1,0,2,2,2,0,1,0,0,2,0
S01011030,,475,,7,9,5,3,4,3,5,5,5,7,6,8,3,5,5,8,10,4,10,6,9,5,9,10,5,6,2,4,4,4,13,2,7,3,3,4,11,9,3,5,11,5,9,7,6,6,10,12,7,15,13,5,4,7,4,5,4,3,9,5,9,5,6,8,6,4,3,9,3,3,6,3,2,2,5,1,3,5,3,0,1,0,1,0,1,0,2,0,1,0,0
S01011031,,346,,7,4,10,2,6,3,3,3,6,7,6,5,4,11,5,0,4,5,5,10,1,2,6,4,3,1,4,3,5,5,4,4,1,3,3,4,6,4,3,3,4,4,5,3,3,4,6,9,8,9,2,4,4,3,4,4,1,6,4,3,3,3,7,2,0,3,7,3,2,5,5,4,3,7,3,5,3,1,4,3,1,3,2,0,0,0,1,0,1,0,0
S01011032,,376,,5,4,6,3,9,2,6,2,2,2,4,2,5,8,3,2,4,9,6,3,7,6,7,9,6,5,8,2,5,7,4,6,6,3,3,4,2,4,6,9,3,3,2,4,7,5,7,8,5,3,11,6,7,3,6,7,2,6,6,2,6,2,5,5,7,2,8,3,3,1,2,5,1,5,3,2,3,2,1,0,2,2,2,0,1,1,2,1,0,0,0
S01011033,,322,,3,3,3,3,7,4,4,10,4,2,3,3,3,3,2,1,2,6,4,2,5,4,7,4,1,2,1,0,4,4,5,4,6,3,6,9,2,2,2,6,4,10,7,5,7,6,11,3,2,3,6,8,7,6,7,3,3,0,1,3,8,6,7,3,3,4,5,0,4,1,1,0,2,2,0,5,2,1,1,0,3,5,1,0,2,3,0,1,0,0,1
