"Table 1b: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
S01011821,,198,,2,3,6,0,5,1,0,2,1,2,4,2,3,3,2,2,5,5,1,2,3,1,5,5,3,0,7,3,3,5,1,4,5,0,3,1,2,6,4,4,6,3,2,3,1,3,2,6,3,1,7,3,1,3,4,1,0,0,2,3,2,1,1,1,2,1,0,0,1,3,0,3,3,3,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1
S01011822,,339,,5,1,3,2,3,2,2,0,3,1,1,1,0,4,0,1,5,4,2,3,2,7,3,11,14,16,12,9,4,5,8,14,7,4,2,0,3,2,6,4,5,10,0,3,4,2,4,7,3,4,4,5,4,8,5,2,8,1,4,2,6,2,4,6,4,2,2,4,3,4,1,3,3,3,2,4,3,2,1,1,4,2,1,2,1,2,0,1,2,0,3
S01011823,,269,,0,4,4,1,4,1,10,2,1,3,0,1,4,2,1,7,4,6,4,1,3,5,5,2,1,5,3,5,9,3,1,2,2,2,2,3,1,1,2,1,3,4,1,3,0,1,6,3,6,7,4,4,7,8,3,5,3,7,6,5,3,5,5,0,2,4,6,4,0,3,2,4,0,1,4,2,1,2,2,0,1,2,2,4,2,1,1,0,1,1,0
S01011824,,334,,5,4,4,1,8,6,5,3,4,5,0,4,2,4,3,8,5,6,6,2,7,4,7,11,2,1,6,4,5,4,0,7,2,7,5,12,3,2,2,3,7,2,2,6,5,5,3,4,6,3,3,3,1,5,7,6,3,3,3,8,3,6,7,5,6,4,7,2,3,3,3,1,3,2,3,1,2,0,2,0,0,0,0,3,1,1,0,0,0,2,0
S01011825,,260,,3,4,1,1,2,2,2,2,2,4,0,2,1,3,7,3,3,1,4,2,5,6,5,8,1,3,5,1,2,0,8,2,4,4,6,1,2,5,0,3,6,2,3,3,3,9,4,3,8,2,3,5,3,0,1,1,2,2,2,0,4,7,5,3,5,3,2,5,3,2,4,4,1,3,3,5,1,2,1,3,2,1,0,0,3,2,2,0,2,0,0
S01011826,,323,,1,4,5,5,5,0,2,2,1,3,2,4,4,0,3,6,0,5,4,10,2,3,5,6,8,7,10,6,6,1,4,7,1,2,0,9,4,7,9,5,5,0,4,7,2,5,5,6,7,5,2,1,4,4,4,9,4,5,2,6,3,1,5,2,7,3,2,3,4,2,4,2,2,4,3,4,0,4,1,2,2,1,1,1,1,0,0,0,1,1,2
S01011827,,268,,3,3,0,4,1,1,2,2,0,0,1,4,3,2,2,0,0,5,0,3,2,2,1,1,5,1,4,1,1,5,1,4,1,0,2,3,2,2,1,1,0,2,3,5,5,2,5,8,3,5,3,4,5,0,4,5,6,7,7,5,5,2,5,2,3,6,11,4,8,4,8,4,2,6,5,5,6,1,4,6,1,1,0,2,0,1,1,0,0,3,2
S01011828,,476,,3,6,8,3,5,6,10,2,5,6,5,0,3,1,7,3,4,6,5,4,4,6,6,7,3,3,4,7,3,3,5,2,3,3,6,5,4,6,6,1,6,3,1,7,5,7,2,11,7,9,12,13,6,11,14,2,10,7,8,5,4,3,6,10,7,7,13,10,7,9,5,10,6,8,5,7,3,6,1,3,1,3,1,5,2,1,4,1,0,1,2
S01011829,,206,,3,4,2,1,1,0,2,0,0,3,0,1,0,1,5,1,3,3,2,1,2,2,0,3,3,1,0,2,2,4,4,1,2,2,3,2,4,0,4,2,2,4,4,0,0,6,4,5,0,1,4,6,4,4,1,0,4,4,2,2,11,3,6,4,1,2,5,4,3,5,1,3,2,3,2,0,3,0,4,0,3,0,1,1,0,0,0,1,0,3,2
S01011830,,301,,3,3,1,2,1,5,2,3,6,3,6,4,1,1,2,5,4,3,4,1,2,0,3,3,0,0,0,1,2,3,1,1,1,3,3,4,2,2,5,6,4,7,2,5,5,5,6,6,6,3,2,0,5,8,4,7,8,3,8,3,6,3,9,2,13,6,5,2,4,4,2,6,5,3,6,1,5,5,1,3,2,4,1,1,1,0,1,1,0,0,0
S01011831,,459,,4,4,4,3,7,5,3,1,0,9,5,4,9,6,2,7,8,11,6,3,6,4,1,2,2,0,4,2,3,3,0,1,4,3,5,5,3,3,7,2,4,8,2,8,3,9,11,6,8,10,7,5,1,10,4,4,9,5,5,13,7,8,9,5,11,10,13,9,4,8,13,5,11,5,10,7,2,4,4,3,2,2,1,0,4,2,1,1,3,1,1
S01011832,,387,,3,6,1,5,5,3,4,9,3,4,0,1,4,2,3,2,4,5,3,2,5,0,1,3,6,0,5,1,4,0,1,2,4,3,3,5,5,4,4,6,1,1,3,2,1,3,8,8,5,7,1,7,14,9,12,8,7,5,8,12,9,4,3,10,10,7,7,4,2,9,6,8,4,7,7,5,6,1,5,4,2,1,1,3,1,2,3,2,1,0,0
S01011833,,492,,3,2,3,6,3,3,7,7,10,2,4,13,8,9,4,11,11,11,4,6,4,5,2,4,6,8,1,2,1,2,3,3,5,1,4,3,3,2,3,1,5,9,4,8,7,5,5,8,6,11,4,18,13,2,11,11,9,15,2,4,13,4,6,3,16,4,9,7,4,3,9,8,5,4,4,3,2,4,6,5,5,5,3,5,1,0,3,1,1,1,1
S01011834,,249,,1,5,1,1,3,2,6,4,6,0,5,2,5,7,4,4,0,5,5,1,5,2,1,0,0,1,2,0,1,0,1,0,1,4,1,3,2,3,2,4,4,4,7,5,6,8,8,1,8,7,6,6,7,2,4,2,3,4,2,1,7,2,2,2,2,3,5,2,2,5,2,1,1,3,1,0,0,1,4,1,3,0,0,0,2,2,1,0,0,0,0
S01011835,,377,,2,3,5,3,4,7,4,0,4,4,5,6,3,5,6,7,8,2,5,2,4,4,5,2,1,3,0,2,2,1,2,5,1,4,5,2,5,2,1,9,7,6,9,6,8,10,5,9,6,8,7,2,1,5,8,4,12,10,6,9,9,4,11,8,5,6,6,7,3,4,2,3,2,3,2,1,3,2,1,2,3,1,3,1,0,0,0,1,1,0,0
S01011836,,386,,0,0,2,0,4,3,5,2,3,4,5,8,4,2,3,3,2,4,5,6,5,4,3,4,3,1,1,1,2,0,2,1,1,0,2,5,3,0,2,5,3,4,0,6,5,13,12,4,11,6,9,9,4,5,5,8,10,10,9,6,15,11,11,12,3,6,10,7,4,3,6,5,6,6,10,2,4,4,5,1,1,1,1,1,1,0,0,0,1,0,0
S01011837,,328,,0,3,2,3,0,3,0,2,2,5,3,6,12,4,4,2,1,5,5,2,2,8,4,1,4,1,0,2,2,3,0,0,2,1,0,2,1,2,2,3,5,1,4,4,10,10,7,3,7,4,7,7,6,8,5,6,3,6,7,7,5,7,7,8,8,2,9,1,4,4,3,3,5,6,3,5,6,3,3,3,3,2,0,2,0,0,2,0,0,1,2
S01011838,,400,,1,2,5,3,3,2,2,5,0,7,1,4,5,7,2,6,5,4,3,10,5,0,7,0,6,0,5,2,3,1,3,2,5,3,2,5,4,3,1,2,6,4,6,6,8,10,4,14,10,5,4,7,8,8,7,3,12,3,1,9,11,2,5,7,6,9,4,7,5,3,8,9,2,7,10,7,2,2,3,1,4,0,5,1,3,3,0,0,1,1,1
S01011839,,470,,5,9,11,5,4,2,4,2,5,4,2,5,5,3,2,4,2,4,4,2,6,7,5,8,9,6,3,4,5,8,5,5,5,6,7,7,2,8,7,5,2,6,3,7,4,6,5,9,7,7,6,10,7,8,7,3,10,11,6,5,4,4,11,8,10,10,16,5,5,11,7,4,3,1,5,5,3,3,4,5,0,3,3,3,0,2,2,2,0,0,0
S01011840,,503,,4,4,9,5,8,5,6,4,10,11,6,3,6,12,10,9,9,10,9,8,5,4,7,0,9,8,2,2,1,8,6,4,9,6,4,3,4,4,5,6,7,7,3,8,10,8,7,8,5,10,6,15,5,5,4,9,14,9,3,4,6,7,4,3,11,6,7,3,9,5,3,7,1,6,3,3,4,4,2,0,1,3,1,1,2,2,1,1,3,1,1
S01011841,,438,,4,8,1,2,5,9,7,1,5,3,5,3,7,4,7,11,7,6,1,8,5,6,9,4,1,5,4,5,4,4,3,0,4,7,2,1,0,9,5,6,2,8,8,4,9,4,8,6,10,11,9,8,10,7,6,7,3,6,2,8,8,11,7,3,2,4,10,4,6,4,6,2,7,4,7,4,0,3,0,1,6,4,1,4,1,3,1,0,0,0,1
S01011842,,461,,12,7,5,8,5,5,7,4,8,3,8,5,2,7,3,3,8,3,6,2,6,3,6,4,9,2,4,6,4,1,7,5,5,3,6,3,1,4,0,8,4,13,8,5,4,4,6,10,6,6,9,5,8,9,7,6,6,8,6,9,6,4,7,4,5,11,6,4,10,5,5,5,5,10,5,4,2,4,3,3,1,2,3,2,3,0,1,1,1,0,2
S01011843,,554,,4,1,5,5,8,10,5,11,3,3,10,10,3,9,10,6,11,8,9,5,3,7,3,4,1,1,2,2,4,1,0,2,5,1,4,3,1,6,4,6,10,12,11,7,8,15,12,8,12,14,10,7,13,4,8,13,17,8,8,5,8,13,17,7,7,5,6,11,6,9,4,9,5,4,4,6,3,4,8,5,3,3,2,0,2,2,1,1,1,0,0
S01011844,,372,,2,2,5,5,5,9,3,8,5,5,2,10,6,7,9,7,5,5,5,3,7,1,0,3,3,3,0,1,0,2,1,4,1,0,5,1,1,5,5,5,2,6,5,5,9,12,6,7,8,11,6,11,11,2,2,3,6,3,4,7,4,4,5,4,1,3,2,4,2,7,6,5,1,6,1,2,3,4,1,2,2,3,2,1,4,0,5,2,2,0,2
S01011845,,389,,2,4,2,5,11,1,2,10,6,2,12,3,5,10,5,5,6,3,3,7,6,4,4,2,2,6,6,4,4,1,3,4,5,6,4,1,2,3,7,8,6,2,2,1,5,6,4,5,8,4,7,5,6,5,9,10,3,3,2,4,7,7,4,5,5,3,8,3,4,6,5,6,5,3,6,4,4,0,3,1,4,3,1,2,2,3,0,0,0,1,1
S01011846,,452,,5,5,7,6,1,7,5,6,8,5,4,8,5,2,8,7,3,4,5,5,3,8,2,4,3,3,1,4,0,5,0,5,1,5,5,5,4,5,5,8,3,6,6,8,8,15,13,5,7,9,11,7,2,4,10,8,8,4,8,10,6,4,8,11,7,9,7,8,8,4,2,4,4,5,3,1,0,3,3,4,3,2,2,4,0,0,1,3,1,1,0
S01011847,,213,,1,2,2,0,1,0,1,4,3,5,3,3,4,2,2,2,1,3,3,0,1,0,3,2,2,0,0,0,0,0,2,2,1,0,2,1,4,0,0,3,3,4,1,3,2,4,3,2,5,5,4,6,4,8,3,4,5,3,6,5,1,1,2,4,2,9,5,5,7,4,3,2,0,4,5,4,0,1,2,1,0,0,1,1,0,0,1,1,0,1,1
S01011848,,355,,1,5,2,5,4,4,7,3,10,5,11,7,1,5,1,5,3,4,3,6,1,2,3,2,3,2,1,6,0,1,5,0,0,0,4,5,4,1,8,9,2,2,4,6,3,5,12,5,3,7,8,7,1,10,2,4,5,8,3,4,4,5,6,4,7,4,9,5,12,2,4,2,4,5,3,3,1,2,6,4,0,5,0,1,1,2,1,0,2,0,1
S01011849,,410,,6,6,2,6,3,4,4,7,5,8,6,7,9,10,1,1,4,3,3,1,8,1,2,2,4,1,3,3,4,6,3,3,11,11,0,3,4,10,2,9,2,4,7,5,7,7,6,10,3,8,6,4,5,6,9,6,5,4,12,5,3,9,8,7,6,5,7,6,5,2,4,2,4,3,2,5,1,3,3,7,2,4,2,1,0,0,0,1,0,0,1
S01011850,,384,,3,13,5,4,4,7,5,0,6,5,1,5,5,5,4,0,1,2,4,0,6,9,5,5,3,2,2,3,0,3,5,1,3,6,9,4,7,7,4,3,5,1,8,5,5,6,10,9,6,8,6,12,7,7,3,8,3,8,3,3,3,4,8,3,6,4,5,9,4,5,4,5,2,2,4,0,3,4,2,3,5,0,2,1,4,1,0,2,0,0,0
S01011851,,436,,5,6,7,5,4,6,3,3,12,3,3,5,5,3,5,6,7,1,5,10,6,2,6,5,4,7,3,6,5,7,7,6,3,1,4,1,4,5,7,3,1,7,3,4,7,13,3,10,7,8,7,5,11,6,7,9,3,0,6,11,9,4,4,12,3,6,7,4,8,2,2,8,2,2,1,4,2,3,1,4,3,4,2,0,4,1,0,0,1,2,7
S01011852,,492,,3,3,5,1,5,9,6,1,6,4,8,5,6,4,6,7,2,7,1,2,7,9,7,5,1,12,9,7,12,9,9,3,4,0,1,3,3,6,1,1,11,1,7,4,12,7,10,13,14,13,5,9,8,7,4,2,8,8,3,9,11,8,3,9,8,5,5,5,6,5,6,4,4,3,4,2,5,2,4,2,4,4,2,1,3,3,2,1,5,4,7
S01011853,,353,,3,4,2,5,4,4,1,6,9,7,0,10,2,6,5,3,8,5,4,4,4,6,3,3,3,4,3,4,6,2,6,4,5,1,1,3,7,6,4,4,2,4,3,8,6,1,3,8,3,8,4,2,7,5,8,4,5,4,3,5,5,3,4,7,3,8,4,5,3,2,4,0,5,3,5,5,2,3,3,1,1,1,3,0,1,0,1,0,0,3,4
S01011854,,384,,2,4,1,3,4,0,2,5,5,1,1,5,2,7,6,8,3,7,4,0,1,7,8,8,1,1,5,0,2,9,7,3,7,3,3,3,4,2,2,1,2,4,6,3,5,2,8,1,2,3,5,4,12,6,2,4,5,5,9,7,7,5,4,6,4,10,6,5,4,9,9,8,2,6,7,1,7,4,4,2,4,4,4,4,3,3,1,2,1,0,6
S01011855,,402,,2,0,3,5,4,6,1,1,6,3,1,8,2,4,7,8,8,6,2,3,5,8,5,7,9,4,3,4,9,3,2,5,9,4,1,5,1,3,4,2,2,4,3,9,8,8,1,6,8,6,8,6,7,7,3,6,5,3,8,2,9,5,6,3,5,7,4,3,8,1,6,8,3,3,1,5,5,3,3,4,5,3,3,4,2,0,1,3,3,0,3
S01011856,,332,,0,3,5,3,3,4,5,1,1,4,2,2,1,3,2,2,7,4,5,4,1,3,3,3,4,0,2,4,4,2,0,3,1,1,1,2,2,2,0,5,5,3,4,3,1,6,8,3,3,8,9,5,8,5,2,5,3,2,3,7,5,6,3,5,2,3,7,4,7,13,8,3,2,5,8,5,5,8,6,4,1,7,0,1,4,2,2,2,1,2,4
S01011857,,344,,3,2,1,2,3,4,6,2,5,4,4,6,4,5,5,4,5,4,2,4,7,0,6,2,0,2,1,2,2,2,5,4,0,2,4,1,0,2,4,1,3,6,3,9,2,8,4,6,6,11,7,7,6,2,6,12,3,5,7,1,9,6,4,6,4,4,3,0,7,7,4,3,9,3,4,0,5,3,3,2,6,1,3,5,1,1,1,2,0,1,1
S01011858,,402,,3,3,3,6,3,4,5,3,2,2,6,6,7,6,3,7,7,7,4,8,2,4,2,2,3,5,0,0,0,2,0,2,0,7,1,2,1,2,2,3,2,4,3,1,7,7,8,6,6,8,5,8,6,6,4,3,3,2,6,5,2,5,7,9,8,10,7,5,4,4,9,6,5,3,3,3,6,5,6,11,8,4,4,5,5,4,2,6,3,3,5
S01011859,,381,,2,3,4,2,7,3,4,2,1,1,1,3,2,6,3,8,4,6,4,6,4,4,2,1,0,2,2,5,0,1,1,2,2,0,4,4,1,2,4,4,1,6,5,4,4,7,9,7,11,5,4,4,4,6,5,3,6,3,3,6,10,5,6,4,1,15,8,4,7,6,9,3,4,4,9,9,8,3,4,5,5,3,5,5,1,4,1,0,6,3,4
S01011860,,330,,1,0,1,0,3,2,0,6,5,6,5,1,2,4,5,5,3,3,2,6,4,4,5,5,5,6,9,12,3,2,7,10,11,5,3,5,5,6,1,3,6,2,5,2,12,1,6,6,6,1,2,4,3,5,6,1,5,6,3,5,9,4,5,6,2,4,6,0,1,1,3,2,2,3,2,3,4,3,0,2,0,0,4,0,2,0,1,0,1,0,2
S01011861,,345,,2,2,4,1,2,4,3,4,4,4,5,1,5,5,4,2,9,3,2,6,7,2,2,0,2,1,0,0,1,0,2,3,2,0,0,3,4,6,5,8,4,6,1,4,5,5,8,5,6,9,2,8,10,0,2,6,6,7,9,4,9,7,4,10,8,9,7,3,8,4,4,7,3,0,4,0,3,2,4,3,6,2,4,2,1,1,0,0,2,0,1
S01011862,,509,,2,2,3,4,1,0,1,0,6,8,13,15,17,11,13,13,3,6,8,13,6,5,4,1,3,3,4,1,4,0,0,4,2,0,4,2,4,2,5,0,2,1,5,8,9,6,5,6,10,12,6,7,10,6,12,10,7,3,4,9,12,9,3,4,7,4,12,12,5,8,8,3,11,7,10,6,7,4,9,2,4,7,2,3,0,6,3,0,3,2,5
S01011863,,372,,2,3,2,1,1,3,1,5,1,2,1,0,5,2,3,8,10,5,4,7,7,3,2,9,0,9,1,1,7,3,0,3,1,1,7,3,4,1,1,0,3,7,2,0,3,4,7,10,5,8,4,6,5,5,12,14,1,7,6,3,7,6,3,6,4,3,7,8,3,6,2,3,4,5,5,4,3,3,7,8,6,1,3,3,3,4,2,3,4,1,4
S01011864,,357,,3,4,5,4,1,6,3,3,5,9,2,4,5,2,1,4,3,4,7,9,0,5,3,1,1,8,3,4,2,0,3,2,4,0,4,1,3,2,5,4,3,3,8,12,2,0,8,8,4,6,7,4,6,4,3,3,1,3,4,7,3,7,1,8,5,11,14,6,8,4,4,2,5,1,4,6,4,6,2,4,0,2,3,2,0,2,2,2,1,1,2
S01011865,,271,,4,0,4,3,1,7,3,2,5,1,3,0,2,0,5,5,5,5,4,1,0,3,2,6,4,1,3,0,5,3,1,0,3,4,3,2,0,1,5,4,3,3,3,3,3,5,0,6,6,5,6,8,2,7,1,6,3,3,5,3,6,6,4,0,5,3,3,4,2,3,4,3,6,0,4,3,4,1,2,1,1,2,1,2,4,2,2,1,1,0,0
S01011866,,417,,5,5,8,10,3,3,7,7,7,5,7,4,9,10,6,5,6,3,4,5,4,1,6,5,2,4,4,1,2,5,7,0,5,3,4,5,3,2,5,3,4,10,7,4,6,4,9,10,7,4,4,4,6,7,6,5,7,3,6,5,8,2,3,5,2,10,3,4,4,6,6,3,5,9,4,5,1,2,2,3,4,2,3,3,1,0,2,1,1,2,3
S01011867,,473,,7,4,6,4,9,5,10,6,8,1,13,9,5,5,4,4,9,10,4,6,7,7,7,5,5,0,3,2,0,9,11,4,5,8,6,1,8,8,7,6,11,6,5,7,4,6,8,8,6,9,7,5,10,7,5,5,5,7,5,4,6,2,7,4,6,5,6,4,4,4,3,3,4,4,4,2,3,3,6,4,1,5,3,3,1,2,1,0,0,1,4
S01011868,,467,,4,6,4,11,4,8,5,5,3,4,9,6,3,3,4,7,4,8,4,13,2,1,6,5,4,4,7,3,6,9,6,11,6,6,2,1,4,4,6,7,1,5,6,2,11,8,9,10,4,9,8,12,5,5,3,2,7,9,10,5,3,5,5,7,3,7,9,7,6,2,3,4,1,3,5,3,3,2,4,0,3,2,2,4,3,6,2,2,5,2,8
S01011869,,376,,6,2,3,2,7,0,2,1,8,2,3,0,3,4,3,6,10,7,3,3,4,3,8,1,12,8,4,10,9,9,6,4,2,0,3,2,5,5,3,0,6,8,6,6,8,5,6,9,5,6,4,7,0,4,4,3,2,9,1,4,7,10,5,4,4,1,8,4,5,5,2,7,2,5,4,3,5,3,2,2,2,1,1,0,1,0,1,1,2,2,1
S01011870,,343,,4,7,3,4,8,5,6,2,8,0,1,7,3,2,6,0,13,3,4,4,6,5,3,3,3,5,6,5,3,5,2,0,2,3,10,2,2,4,6,1,4,6,7,4,4,6,6,6,6,5,5,4,3,5,4,6,6,4,2,4,6,2,8,3,6,3,4,4,5,1,2,6,1,5,2,3,2,1,9,0,2,0,2,0,1,1,1,0,0,0,0
S01011871,,541,,8,3,12,6,9,10,6,6,11,7,7,4,6,8,10,10,17,5,6,2,4,9,8,6,2,7,7,6,2,5,0,5,3,7,7,1,8,7,9,0,12,7,5,5,13,5,6,6,9,10,10,7,9,4,8,12,10,7,8,8,8,11,4,4,14,6,9,6,4,8,5,3,3,2,3,3,3,3,2,3,4,4,5,1,1,1,1,0,0,0,3
S01011872,,477,,1,4,3,3,4,8,3,9,7,5,3,10,8,8,7,10,6,4,3,4,4,2,5,0,5,5,3,3,7,5,1,5,3,0,2,4,7,1,5,6,10,6,7,7,9,10,5,8,18,8,7,7,11,6,7,8,3,14,16,10,3,3,7,5,7,11,7,5,7,8,4,1,4,5,6,5,4,3,2,2,4,4,3,0,1,1,1,0,2,1,1
S01011873,,381,,4,6,0,4,5,7,8,4,3,0,6,5,3,3,7,11,10,3,4,7,6,2,1,3,2,3,6,4,2,2,0,2,1,6,0,3,3,9,2,4,6,7,3,8,8,7,4,10,6,15,14,2,7,4,5,4,3,0,6,7,6,9,4,6,10,6,9,1,6,2,4,2,1,4,3,2,2,2,0,3,1,5,2,0,1,2,0,0,0,0,1
S01011874,,305,,4,2,4,3,3,6,1,3,3,5,1,0,2,5,5,3,6,4,8,5,4,3,3,1,1,2,1,2,3,1,5,1,1,3,4,4,1,1,5,3,4,5,6,3,8,2,5,4,6,5,8,8,5,7,3,7,5,4,4,5,7,4,5,7,4,6,4,3,6,2,1,4,1,1,1,4,4,1,1,1,2,2,2,2,1,1,0,0,0,1,1
S01011875,,309,,3,2,2,5,3,5,4,1,4,5,1,3,7,8,1,7,3,2,4,4,2,1,3,1,5,3,6,1,3,0,1,1,5,1,2,6,3,1,3,0,0,5,6,6,2,2,6,4,2,3,0,2,5,5,5,2,3,6,5,6,3,10,3,3,9,10,4,11,4,2,5,3,6,0,4,2,2,0,3,7,2,5,3,3,6,1,0,0,1,0,0
S01011876,,498,,4,4,5,2,8,5,9,5,7,5,9,7,4,7,9,8,10,5,3,8,2,6,2,7,2,5,4,3,1,2,6,7,6,8,7,9,2,5,2,3,4,4,4,9,5,7,13,13,9,8,9,5,3,5,10,6,5,6,13,6,10,9,12,9,5,8,6,5,6,9,7,6,1,4,6,4,4,2,7,3,1,3,2,4,0,3,0,3,1,0,1
S01011877,,277,,4,2,1,3,0,1,2,4,3,6,3,3,3,5,2,3,0,1,1,1,4,3,1,3,2,3,2,3,0,4,4,6,0,2,1,5,4,4,0,0,4,2,3,5,3,3,3,8,5,5,3,3,6,4,4,4,8,5,7,3,4,0,2,5,9,8,3,3,6,0,3,6,2,7,3,5,2,2,3,3,6,2,1,1,0,2,1,0,0,0,1
S01011878,,666,,1,3,3,6,6,6,4,6,3,1,3,14,20,25,34,37,44,33,29,36,18,2,1,3,6,6,2,0,3,0,1,0,0,3,6,0,1,0,3,4,5,5,6,6,8,6,12,6,13,7,3,12,13,8,8,8,8,10,6,8,6,9,8,5,4,5,9,12,7,10,2,8,7,7,5,3,4,1,3,3,1,6,3,3,2,0,1,0,0,0,1
S01011879,,272,,3,0,4,2,4,2,2,3,6,5,11,2,2,0,2,5,5,3,10,0,9,0,1,2,2,3,3,1,0,1,3,1,0,0,0,3,3,3,1,3,1,5,2,4,7,6,6,3,6,3,8,4,8,5,7,1,6,4,6,6,5,5,2,4,6,6,3,3,2,3,2,1,3,1,1,3,1,1,0,3,2,0,0,0,0,1,1,1,1,1,2
S01011880,,294,,4,1,2,2,0,2,5,3,4,2,3,4,1,3,5,5,7,4,2,5,0,0,1,2,5,1,1,0,1,0,2,2,3,3,3,2,1,1,3,3,6,2,9,8,1,1,11,11,4,10,12,7,3,4,2,6,6,8,6,1,4,6,4,4,7,4,3,0,0,4,5,1,7,4,3,2,4,3,2,0,1,2,4,1,0,1,0,1,0,1,0
S01011881,,444,,3,6,3,7,6,7,9,8,6,5,9,6,7,5,6,8,7,8,6,8,3,1,0,3,6,3,5,3,7,4,8,7,4,6,3,7,0,3,7,4,10,3,9,12,1,7,13,8,12,3,12,1,5,4,9,5,3,5,10,3,4,3,4,2,6,7,7,2,5,2,5,1,2,5,2,5,5,0,3,3,5,2,2,0,5,3,1,3,0,1,0
S01011882,,452,,4,1,8,6,5,2,2,7,3,4,7,2,5,3,5,6,3,5,3,3,3,8,7,5,0,2,3,6,4,3,4,6,5,3,4,6,7,3,3,7,7,7,1,6,6,6,3,4,8,10,5,6,8,12,3,10,8,9,7,6,4,6,5,9,6,12,6,2,4,14,9,6,4,8,4,5,4,4,2,7,1,4,4,3,3,2,1,2,0,2,4
S01011883,,501,,5,5,8,6,9,9,12,3,6,8,4,4,8,3,4,8,6,5,8,5,3,3,4,3,4,5,3,4,2,2,2,8,9,2,10,5,10,6,10,12,5,4,4,9,5,7,9,3,6,10,6,9,13,8,13,7,7,7,10,9,8,8,6,4,5,11,11,5,8,7,5,2,4,6,6,1,3,1,1,3,1,4,1,1,0,1,1,0,0,0,3
S01011884,,236,,2,1,3,4,5,4,2,2,2,1,2,3,5,1,1,3,4,1,3,0,3,4,2,3,1,3,1,5,3,0,1,0,2,1,1,1,2,3,6,2,1,1,6,3,5,6,9,2,1,7,4,7,5,3,4,3,2,3,2,3,4,4,3,3,2,6,7,6,3,4,3,1,2,1,1,5,3,1,0,0,0,3,1,0,0,0,0,0,1,1,1
S01011885,,370,,8,7,10,7,5,3,9,3,9,4,7,1,3,4,10,7,6,2,1,5,3,6,2,0,1,0,1,2,3,3,5,0,2,4,8,5,12,4,9,7,7,5,5,9,7,9,5,5,11,7,4,7,5,4,4,4,1,5,9,0,2,5,5,6,2,6,3,3,5,3,3,0,2,3,2,1,0,4,1,0,3,2,2,2,0,1,1,0,1,1,0
S01011886,,388,,5,3,3,5,5,4,2,0,0,8,7,8,6,4,7,6,7,8,3,9,4,0,3,1,3,8,2,1,0,1,2,4,0,6,0,6,5,1,7,1,5,7,8,7,7,5,8,4,3,5,7,7,7,4,6,6,6,3,8,7,10,8,6,9,9,3,11,2,3,6,4,5,7,3,2,3,3,3,4,3,1,0,3,0,0,1,2,0,1,0,1
S01011887,,276,,0,3,2,5,1,5,0,5,1,7,5,4,2,7,8,5,4,2,5,3,1,5,3,3,1,2,3,3,3,6,6,1,3,0,4,3,4,2,2,3,6,3,6,3,8,7,3,1,3,4,4,7,4,4,5,1,5,4,3,3,4,1,3,3,2,4,6,1,2,5,1,1,2,3,1,2,2,4,3,2,1,2,1,0,0,0,1,1,0,0,2
S01011888,,405,,4,4,5,6,8,1,8,4,10,4,5,14,5,3,8,15,9,8,6,4,6,6,4,2,2,3,6,3,3,6,5,6,5,5,8,5,5,1,10,2,4,4,10,3,7,10,6,10,10,9,5,7,2,4,4,8,5,10,2,5,8,4,2,4,1,2,2,3,4,0,2,4,0,2,4,1,1,1,3,2,0,1,1,1,1,1,0,0,0,1,0
S01011889,,445,,3,0,8,3,9,3,7,5,2,6,3,4,6,4,8,5,7,4,5,5,4,6,6,0,1,6,2,6,4,2,1,4,1,3,1,5,6,4,3,9,1,6,6,3,8,12,6,9,9,12,4,7,8,6,6,5,7,9,3,9,7,7,5,5,5,7,5,7,5,7,5,7,3,2,7,2,4,4,5,4,3,4,5,2,3,3,2,2,1,2,8
