"Table 1c: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
S01010574,,302,,2,5,1,0,5,8,8,4,0,3,1,4,4,4,5,4,4,5,3,3,3,0,2,2,3,1,2,1,3,3,1,2,5,5,5,1,6,6,3,2,0,1,10,4,8,5,6,6,2,6,6,8,9,4,7,5,4,1,3,4,5,2,5,5,5,2,1,1,1,1,2,4,1,1,2,2,3,4,4,4,0,4,2,3,3,1,1,0,1,2,2
S01010575,,351,,1,3,1,4,4,2,4,4,3,2,5,2,1,6,1,4,9,2,4,5,2,4,3,1,3,5,5,0,3,4,2,1,3,1,3,4,2,2,3,4,6,3,4,1,2,3,2,2,6,12,5,7,10,9,8,8,1,7,3,9,7,8,3,5,8,5,9,6,7,4,4,3,9,3,4,2,2,3,6,4,4,1,1,3,1,2,3,0,0,0,4
S01010576,,416,,0,1,3,7,6,6,6,1,6,0,2,3,5,1,6,6,0,7,4,0,4,5,2,5,3,2,2,2,3,4,4,4,1,4,2,1,2,9,7,3,0,8,7,5,5,6,9,6,15,9,6,8,5,7,8,7,11,3,9,10,7,4,6,6,10,7,15,5,4,7,3,4,6,4,4,5,4,3,2,5,1,2,3,4,2,1,3,1,2,1,2
S01010577,,462,,6,5,12,0,3,5,13,7,5,10,3,6,8,2,8,6,6,2,11,2,8,2,4,7,8,5,3,9,7,5,3,7,7,7,9,9,5,1,10,4,6,3,4,9,9,11,10,4,2,10,6,5,5,7,8,4,8,9,7,7,10,3,4,4,6,6,5,6,3,3,1,6,2,7,3,3,2,1,0,1,0,0,3,0,1,3,2,0,0,0,3
S01010578,,284,,7,3,3,2,1,1,3,1,3,2,3,0,2,2,4,6,5,6,3,4,4,5,7,4,4,0,1,1,4,2,2,3,1,6,3,4,2,2,4,8,0,3,3,6,8,8,8,10,6,5,9,9,7,0,5,4,3,4,4,5,4,4,4,2,4,3,1,2,1,0,6,0,2,2,0,0,0,4,4,2,1,1,0,0,2,0,0,0,0,0,0
S01010579,,357,,5,2,1,5,2,2,5,4,1,1,2,5,2,2,0,2,2,3,6,4,6,1,0,1,4,9,5,5,3,5,6,7,6,5,1,6,3,2,2,2,1,11,0,6,2,11,4,7,9,8,5,12,8,9,4,1,6,7,8,4,9,5,3,7,4,3,6,3,4,1,7,1,3,7,6,3,2,5,3,1,3,2,3,1,0,4,1,1,0,1,0
S01010580,,231,,5,5,0,0,1,1,3,3,1,2,2,0,0,1,0,1,0,1,2,6,7,2,7,3,10,0,0,4,0,8,11,3,3,7,5,4,2,3,5,1,1,2,8,2,2,3,4,4,3,4,3,1,3,2,7,2,4,3,5,2,5,1,2,1,3,2,1,2,1,4,2,3,3,3,1,1,1,2,0,0,0,1,1,1,0,0,3,2,0,1,0
S01010581,,278,,5,5,3,7,4,2,2,2,3,2,2,3,4,4,3,2,0,2,0,5,3,2,5,5,5,9,3,3,4,14,5,4,3,9,5,11,3,2,1,6,6,8,5,3,2,1,1,2,4,8,3,2,1,6,4,4,7,6,3,1,1,5,1,1,3,0,5,0,2,1,1,2,0,1,2,1,1,1,0,0,1,0,4,1,1,2,1,1,0,0,0
S01010582,,280,,3,5,1,2,1,4,1,3,3,5,1,2,8,1,4,5,1,3,4,3,0,4,0,3,3,5,0,1,2,4,2,4,4,1,2,3,5,4,6,3,5,5,2,5,5,4,2,5,2,10,6,0,4,3,2,0,0,4,4,5,3,3,4,5,5,5,2,2,5,2,5,3,0,3,3,1,2,0,1,2,3,3,3,4,1,3,0,4,2,1,11
S01010583,,525,,6,6,5,9,4,4,7,5,6,4,2,4,5,6,7,8,3,3,7,4,2,3,5,3,6,3,3,1,7,7,5,11,3,5,4,8,8,2,7,11,11,10,5,9,7,15,12,16,12,14,12,3,6,5,12,7,6,7,6,5,2,5,7,8,7,16,8,4,7,3,5,5,10,6,7,5,3,3,4,6,2,3,3,0,3,1,0,2,0,1,0
S01010584,,447,,5,10,11,7,9,7,6,10,6,3,8,3,4,8,6,6,3,5,5,3,3,2,2,9,6,9,5,9,16,11,6,10,7,7,4,7,7,1,8,8,13,6,10,8,9,7,6,7,8,13,5,5,5,6,3,2,5,5,1,2,4,5,2,4,2,11,5,3,1,2,1,0,8,1,0,1,0,1,0,0,3,1,0,2,0,0,0,0,1,0,1
S01010585,,439,,12,9,6,6,5,4,7,11,8,8,7,3,6,8,4,5,7,8,9,4,3,6,0,5,7,7,8,9,6,14,11,7,16,12,13,11,10,8,13,12,4,8,8,8,6,13,7,8,8,4,3,10,5,5,0,0,3,1,2,0,1,2,2,0,1,2,2,1,1,0,1,3,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
S01010586,,426,,3,4,6,1,1,3,6,5,5,5,4,1,3,4,7,5,6,13,2,7,3,0,4,2,6,2,3,1,4,5,2,2,8,6,7,6,6,7,3,5,3,11,8,3,8,10,8,10,13,9,6,9,7,10,9,6,6,5,6,7,5,5,6,4,5,5,6,6,4,6,6,2,2,0,8,2,4,7,3,1,2,5,0,1,0,1,1,0,2,0,0
S01010587,,341,,3,2,6,3,4,2,3,2,3,0,3,2,2,7,3,2,4,5,4,1,5,6,4,0,0,5,2,1,1,1,1,0,5,2,3,7,4,3,5,4,5,5,5,6,3,4,8,10,7,1,9,2,5,6,0,5,6,10,5,5,9,6,6,3,10,10,7,8,4,4,4,2,2,3,5,4,4,3,0,5,3,4,0,0,1,0,2,2,1,2,0
S01010588,,344,,3,6,1,3,6,1,6,3,7,2,10,3,1,4,6,4,4,5,2,2,4,3,1,4,2,3,3,3,5,5,2,6,1,5,7,3,5,6,9,6,9,5,6,3,6,6,10,4,5,9,4,3,7,4,4,6,3,0,3,8,2,2,4,3,4,3,9,6,3,1,3,2,4,4,2,0,2,4,5,1,0,3,1,2,1,1,2,2,1,0,0
S01010589,,304,,5,6,3,4,1,5,4,1,2,2,2,3,5,3,0,5,4,4,4,5,8,2,1,7,5,1,0,3,5,1,6,7,3,6,1,5,2,6,5,7,4,3,5,6,4,5,12,3,5,2,6,5,8,3,8,1,8,8,3,1,5,2,6,4,3,3,2,2,0,3,2,4,1,0,3,2,2,0,2,1,1,0,0,1,1,0,2,1,0,0,2
S01010590,,502,,2,3,12,13,11,10,15,14,12,14,10,9,8,4,7,9,13,3,5,5,1,2,4,2,1,0,4,3,6,5,3,5,6,8,10,5,10,13,15,7,13,5,4,13,15,12,9,7,8,4,7,9,5,9,5,3,5,7,5,4,5,1,5,6,1,6,5,4,5,2,3,4,2,0,1,0,0,3,0,1,4,1,2,0,0,1,0,0,0,0,2
S01010591,,515,,13,9,7,12,14,15,12,10,9,6,6,7,2,5,1,5,4,3,2,2,2,6,9,9,12,6,5,21,21,26,23,23,9,9,14,12,17,7,12,8,11,3,7,8,2,8,3,5,9,4,5,7,5,0,6,0,2,1,1,4,2,5,1,1,2,1,3,1,0,2,2,1,0,1,0,0,1,0,1,0,0,2,0,1,0,0,1,1,0,0,0
S01010592,,256,,3,2,2,2,4,5,6,1,2,1,1,1,1,2,1,3,0,0,1,1,1,2,4,6,1,6,8,5,4,5,4,3,4,5,0,2,6,4,3,4,9,2,7,3,6,2,2,5,3,2,2,5,3,2,3,1,3,4,1,6,2,6,4,3,6,2,4,10,2,4,1,3,1,4,2,0,1,2,3,2,1,1,3,1,0,0,0,0,0,0,1
S01010593,,412,,11,0,9,5,7,8,2,6,9,6,5,6,6,2,7,2,3,6,4,5,4,4,2,3,5,2,5,5,7,1,3,8,9,2,3,7,4,8,3,6,10,9,8,6,10,6,6,8,3,8,7,7,9,5,6,6,2,2,5,7,3,5,5,3,5,3,6,3,3,4,3,4,2,2,5,3,4,4,2,4,1,2,1,0,1,0,2,1,0,1,0
S01010594,,365,,5,1,4,8,8,5,5,7,10,6,3,6,2,5,5,6,0,2,2,3,3,5,5,6,8,5,7,8,8,7,9,7,13,7,8,4,6,11,3,4,5,8,8,5,8,6,2,4,7,9,2,4,0,5,0,0,3,1,0,7,3,7,1,3,2,3,2,6,1,1,3,1,3,0,1,2,1,2,5,0,3,0,0,1,0,0,0,1,0,2,0
S01010595,,452,,8,9,7,9,16,12,2,14,8,15,4,7,8,5,4,9,6,1,7,3,2,1,5,4,3,9,12,8,8,7,3,6,10,16,18,14,13,10,3,10,11,9,9,8,8,9,8,5,6,9,3,6,5,5,4,2,6,3,1,1,2,0,1,0,3,2,1,1,2,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S01010596,,522,,6,10,10,12,7,9,9,8,8,8,8,10,7,10,5,3,5,3,6,2,0,5,5,4,4,13,9,5,9,6,5,10,11,9,6,10,8,5,7,12,0,14,11,8,12,14,5,6,11,12,10,6,7,3,1,7,7,8,8,5,7,7,7,8,7,4,4,3,2,1,6,3,3,3,0,2,1,1,1,3,1,1,1,0,1,0,0,0,0,0,1
S01010597,,419,,14,12,8,9,11,10,5,3,5,6,6,6,4,1,2,4,1,5,3,3,6,5,9,6,4,4,8,16,12,11,16,11,14,5,11,6,12,7,6,7,14,13,9,7,6,6,1,12,3,7,0,5,6,2,0,3,1,1,2,3,2,3,1,3,2,1,1,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
S01010598,,536,,9,7,16,14,8,17,17,16,14,3,7,5,3,4,6,3,10,7,8,1,5,4,6,8,5,7,11,18,3,10,8,17,9,23,8,16,15,9,10,14,14,17,8,8,7,6,9,8,6,5,6,4,8,7,0,4,1,4,2,1,4,2,0,3,1,0,2,4,1,2,2,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
S01010599,,315,,3,3,6,2,0,7,2,5,3,11,5,2,2,1,3,2,4,2,5,3,5,0,5,4,2,7,5,2,7,3,4,3,0,4,8,2,8,4,8,5,6,7,8,8,1,8,8,3,3,4,4,2,5,2,1,2,6,5,5,7,2,3,5,2,5,4,1,4,4,3,3,3,2,4,2,1,1,3,1,1,0,2,0,1,0,2,1,0,1,1,1
S01010600,,447,,1,4,3,2,2,2,1,2,3,3,3,2,6,2,3,0,9,4,3,6,6,1,9,0,3,8,9,3,1,9,0,3,0,3,3,0,4,5,6,2,6,3,5,3,4,3,6,8,9,12,10,6,8,6,8,4,6,8,12,7,9,12,10,5,12,2,9,4,10,7,2,7,4,5,5,14,6,4,4,6,8,5,3,3,2,2,7,4,1,0,5
S01010601,,396,,2,0,3,3,1,4,4,3,4,3,5,4,3,6,5,2,8,0,2,4,1,5,4,5,3,0,3,2,2,0,6,1,6,10,2,1,1,3,2,2,3,5,6,6,4,3,5,8,7,4,0,4,5,4,6,2,11,5,5,7,2,0,4,3,4,7,8,5,7,8,6,7,3,6,1,8,4,2,9,5,7,5,7,9,8,10,6,2,1,5,12
S01010602,,253,,3,4,3,2,0,1,3,2,0,3,5,2,1,2,2,3,3,0,0,3,0,3,1,5,2,8,4,5,5,3,4,6,8,0,2,2,3,5,2,0,3,4,4,8,4,1,5,1,3,4,6,6,7,4,6,5,3,2,9,7,3,2,2,4,4,1,2,4,2,2,4,2,1,3,2,2,1,1,1,0,2,2,0,0,0,1,0,1,1,1,0
S01010603,,432,,3,2,1,3,3,2,3,4,4,4,6,8,4,3,3,3,2,7,1,5,2,2,4,4,6,5,9,4,6,7,4,6,4,1,6,1,2,7,7,5,7,5,1,9,8,6,0,5,7,5,7,4,13,6,3,12,3,8,6,6,10,5,2,9,9,6,3,5,9,4,9,7,4,4,5,4,4,11,6,5,4,1,5,3,2,3,2,2,0,1,4
S01010604,,260,,2,1,3,1,2,2,6,2,3,3,4,3,3,3,1,2,7,5,4,2,3,3,4,1,3,1,3,1,0,1,1,1,3,3,3,2,3,1,4,3,4,5,7,1,7,4,7,7,5,4,7,6,4,1,1,6,6,3,3,4,1,2,5,2,3,3,3,3,1,1,3,2,2,4,1,4,3,1,1,2,3,1,1,5,1,0,2,0,1,2,2
S01010605,,427,,3,0,2,3,2,5,1,3,5,4,6,5,1,3,5,2,4,0,1,7,1,1,4,1,5,5,6,3,1,8,1,6,8,0,4,6,2,4,2,6,5,10,5,8,5,3,5,6,8,5,5,3,7,7,7,5,7,7,10,4,7,7,6,9,5,10,7,9,4,13,5,7,8,9,2,7,5,3,4,2,3,7,5,4,1,9,3,0,0,2,6
S01010606,,474,,3,1,5,8,9,11,5,2,5,6,9,4,8,4,5,12,3,7,6,0,8,11,3,2,8,4,7,9,6,3,2,9,7,10,9,3,6,3,7,5,1,6,3,8,6,8,6,6,11,8,7,6,3,7,7,5,3,7,3,3,2,1,5,2,5,5,7,8,4,6,10,6,3,1,6,8,3,1,4,4,2,4,5,2,3,3,3,2,0,2,8
S01010607,,435,,2,2,4,8,3,4,8,5,4,5,7,5,4,4,3,6,5,13,3,4,5,1,4,3,0,4,4,6,7,6,5,6,5,2,6,5,5,4,2,8,6,3,4,13,8,4,13,13,6,12,5,3,5,10,9,8,1,11,6,3,3,3,6,9,4,7,1,4,3,0,3,3,4,3,5,5,3,1,4,4,3,8,3,2,0,1,3,2,0,3,5
S01010608,,366,,10,8,7,0,10,11,10,5,3,6,3,6,0,9,6,4,4,4,3,3,5,5,7,6,8,0,11,9,1,7,7,12,1,7,5,2,4,1,4,4,6,1,4,5,2,2,3,7,4,8,2,5,7,4,4,1,3,4,2,8,5,3,1,1,3,6,1,6,3,3,1,1,2,4,1,7,0,3,1,7,1,0,1,0,1,0,0,0,1,2,1
S01010609,,296,,7,2,2,4,7,3,3,3,3,1,1,4,3,1,2,1,2,4,4,5,5,2,4,7,8,5,5,1,3,6,10,6,4,4,3,3,3,3,5,4,6,3,4,3,5,2,8,6,3,10,5,5,3,0,1,1,5,4,3,4,1,2,2,7,2,3,3,1,4,2,4,5,2,3,1,2,2,1,1,2,1,2,2,1,0,0,0,1,3,2,0
S01010610,,341,,2,2,1,0,2,2,2,3,6,6,1,2,2,2,2,3,6,4,2,0,1,5,2,1,4,7,5,1,4,4,1,3,7,2,5,3,4,3,1,0,1,4,7,5,4,11,2,5,1,6,7,3,4,2,9,8,1,3,2,3,9,5,4,7,8,9,3,1,6,6,3,10,6,5,4,12,2,3,4,1,2,2,5,3,5,5,2,0,0,2,6
S01010611,,478,,9,6,6,7,4,5,3,4,7,6,1,3,4,6,4,2,4,5,7,2,5,1,4,7,0,11,8,8,6,6,2,8,7,10,10,11,5,13,4,12,7,11,10,3,5,4,9,2,7,12,3,4,9,7,3,3,4,9,8,6,5,2,8,9,9,3,7,7,9,3,3,3,5,6,4,7,2,5,1,4,5,4,0,2,3,0,1,0,0,0,2
S01010612,,397,,4,5,4,5,3,6,14,5,7,2,9,7,4,3,4,3,2,5,7,10,3,4,1,0,1,0,2,13,5,5,0,3,5,5,3,8,2,2,7,4,8,6,4,3,8,6,2,9,6,6,7,4,7,6,4,6,3,5,5,6,3,4,7,2,3,4,12,6,4,4,5,4,3,5,3,2,2,3,4,3,4,3,0,2,1,1,1,2,3,2,2
S01010613,,386,,2,0,5,5,3,2,4,8,1,4,1,9,7,0,3,5,2,2,2,2,2,2,3,2,10,9,4,3,1,5,2,6,7,4,2,4,7,2,5,4,4,4,7,5,1,5,8,7,3,6,2,2,5,5,9,4,4,4,8,7,7,11,6,5,5,8,9,4,2,7,3,1,2,8,7,5,3,6,4,4,4,3,0,2,1,3,3,0,2,3,7
S01010614,,278,,1,3,2,3,4,4,2,2,4,1,2,2,4,2,1,3,4,1,7,6,3,4,2,2,5,3,2,4,4,7,7,0,4,1,2,3,4,2,3,0,5,4,6,8,8,5,5,7,2,4,1,3,3,6,6,4,4,3,4,4,1,3,3,2,2,3,13,1,1,6,1,2,4,3,4,2,2,1,2,1,1,1,1,2,2,0,0,0,0,0,2
S01010615,,406,,10,9,14,2,3,3,2,9,7,4,3,1,4,5,2,2,3,3,7,2,6,4,6,10,8,14,11,12,7,5,9,17,8,8,4,8,7,6,4,7,8,8,7,2,8,7,9,7,1,0,7,5,5,7,2,2,4,6,2,2,5,1,5,2,3,6,1,2,3,2,1,0,2,4,4,1,3,0,2,0,0,1,0,0,2,0,0,0,0,0,1
S01010616,,453,,3,5,3,2,3,3,2,3,2,3,6,3,5,4,6,4,3,11,11,4,2,4,2,4,6,6,1,9,10,5,5,4,4,4,0,1,3,2,13,7,5,5,4,5,5,7,11,9,9,10,5,8,10,5,6,7,9,4,2,3,9,6,2,8,8,5,6,3,5,5,6,4,5,5,7,6,7,6,7,3,3,0,5,4,2,4,2,4,2,2,5
S01010617,,461,,3,6,9,1,5,2,4,3,5,3,11,4,4,4,4,4,4,5,4,6,4,6,4,0,9,5,4,5,4,1,4,5,6,7,11,5,6,4,4,5,9,9,3,13,8,7,5,5,10,13,8,9,8,5,9,5,7,4,9,5,4,6,7,8,2,7,10,3,8,2,13,3,7,3,3,6,2,5,6,1,4,1,1,0,1,3,1,0,1,0,2
S01010618,,383,,8,3,8,4,6,6,5,6,4,1,2,3,4,3,6,6,0,6,3,3,5,2,1,5,0,2,1,5,3,1,7,6,10,7,3,5,1,3,2,5,4,8,4,6,7,3,10,7,4,5,8,10,5,5,10,10,7,5,7,10,13,3,7,3,3,4,4,4,3,2,6,4,2,2,2,2,2,3,3,1,3,2,1,3,0,1,0,1,1,1,1
S01010619,,263,,2,4,2,2,0,5,0,2,1,1,1,3,4,1,5,2,1,4,2,4,7,6,11,9,3,3,6,7,4,4,9,7,10,2,5,6,7,4,2,6,4,2,4,9,7,3,6,5,3,2,1,1,4,2,2,4,2,2,3,4,1,2,3,2,0,5,1,3,2,0,1,0,1,0,1,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,1
S01010620,,297,,5,3,4,2,2,6,0,0,4,0,0,0,3,2,8,2,2,2,5,6,3,13,8,9,15,9,8,15,7,17,5,10,7,7,7,7,2,2,8,7,4,5,5,0,4,0,2,4,8,1,4,2,3,0,0,0,4,1,2,2,0,0,3,1,0,0,0,1,0,2,2,0,1,1,3,0,0,1,0,2,1,2,0,0,1,0,0,2,0,0,1
S01010621,,448,,6,4,0,2,3,1,1,8,2,6,4,5,6,2,4,8,6,4,5,4,4,1,8,9,11,6,2,6,18,2,8,10,7,4,5,2,1,4,3,4,7,6,6,11,6,6,4,3,7,8,7,9,8,7,5,9,6,8,9,7,10,7,4,3,7,4,4,3,3,4,6,5,2,5,5,6,5,1,2,3,4,0,4,1,3,5,4,1,2,0,0
S01010622,,355,,4,8,7,2,5,5,3,4,6,8,5,5,1,3,5,3,2,3,5,7,1,5,5,4,6,3,3,6,4,5,11,4,13,10,6,7,6,4,1,6,3,5,6,2,3,4,5,2,4,4,4,2,5,5,3,5,5,4,0,6,2,2,3,2,1,3,7,1,3,1,1,5,1,1,4,1,6,2,3,2,5,2,6,1,3,1,1,2,2,0,3
S01010623,,386,,23,5,10,4,4,11,12,12,7,9,3,11,3,4,6,4,8,0,3,4,6,9,5,7,4,8,7,6,16,17,10,5,2,12,9,11,5,6,3,1,11,6,3,2,3,1,2,6,3,4,8,0,4,1,2,5,2,0,4,3,4,2,2,3,0,1,4,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
S01010624,,352,,5,6,3,4,2,1,4,6,2,0,4,3,2,2,1,8,3,12,10,10,14,5,18,7,14,4,8,4,5,1,3,3,4,7,1,4,1,3,6,4,6,6,4,3,5,3,4,8,5,4,7,4,5,3,6,7,7,2,4,4,4,0,6,2,4,0,3,0,3,0,4,1,0,0,6,1,1,2,1,3,1,1,2,2,1,1,0,1,0,0,1
S01010625,,404,,3,2,2,0,6,2,2,3,3,4,1,2,5,2,2,2,4,4,2,4,4,5,4,2,7,3,5,8,6,3,4,3,0,5,2,1,4,3,4,2,5,2,0,2,4,4,4,7,5,6,12,10,3,5,6,8,5,5,4,6,9,10,9,4,11,3,1,3,4,5,8,9,5,6,7,7,8,7,2,1,3,7,5,4,4,4,2,2,4,1,16
S01010626,,490,,3,1,3,1,0,3,2,2,4,3,5,1,4,6,3,10,5,2,5,4,2,1,4,3,2,2,0,5,0,0,7,0,4,2,2,0,3,3,4,1,5,5,13,8,5,10,4,3,8,8,9,9,11,6,10,7,6,9,5,6,7,6,5,9,9,4,9,5,6,12,7,5,8,8,6,9,12,8,4,5,9,6,8,4,3,1,5,6,9,7,29
S01010627,,370,,5,2,6,3,3,1,4,0,1,0,6,5,2,2,5,7,0,3,1,3,4,5,4,4,4,3,5,8,9,6,1,10,11,9,7,0,6,4,4,3,0,5,10,1,2,4,3,7,0,0,4,4,5,2,8,3,5,5,6,9,4,7,1,3,3,7,5,2,3,6,5,6,4,3,5,5,3,4,1,0,2,0,7,2,7,3,3,2,2,2,14
S01010628,,498,,8,4,2,4,3,8,3,5,4,3,1,3,3,3,1,2,1,5,10,9,9,5,5,6,7,10,4,13,9,8,20,7,2,7,8,2,3,9,3,6,7,3,6,9,7,7,2,10,9,12,10,9,4,3,4,7,9,9,4,2,3,4,4,5,7,2,2,2,3,3,7,6,5,2,2,6,5,5,2,7,6,6,3,9,4,5,2,3,0,1,19
S01010629,,528,,6,1,2,2,4,4,4,5,5,5,4,4,6,5,4,4,10,10,9,1,3,1,0,2,3,1,6,5,5,8,0,1,11,3,6,8,3,11,4,9,4,7,6,7,7,12,11,13,4,8,5,8,8,8,5,6,7,6,5,2,12,10,5,7,5,5,4,5,6,6,9,4,3,4,4,7,7,8,4,5,0,7,5,8,8,8,8,0,8,3,29
S01010630,,332,,7,4,1,5,4,2,4,4,3,0,5,2,1,4,2,1,5,5,0,7,5,2,10,3,7,9,4,11,6,3,6,5,4,7,6,4,4,1,5,3,5,3,4,2,4,6,4,6,5,5,3,5,5,3,8,3,5,1,1,3,3,4,4,8,5,1,3,0,4,2,1,3,2,1,5,2,2,3,0,2,2,2,2,0,3,1,2,1,2,1,9
S01010631,,336,,8,2,0,4,5,0,0,1,4,0,0,1,0,1,2,2,0,1,1,6,5,5,11,4,7,8,16,9,6,7,6,9,4,9,11,0,3,4,5,1,1,1,3,9,4,1,0,3,5,2,2,7,4,3,0,2,1,5,7,3,4,4,6,1,4,3,0,2,0,0,2,2,2,4,0,1,3,4,5,2,6,1,4,4,7,3,3,5,2,2,19
S01010632,,501,,2,3,5,6,4,2,6,0,4,5,5,3,6,4,1,3,5,3,5,3,0,5,3,5,2,7,6,1,6,5,9,5,12,6,7,5,6,7,3,9,4,11,6,6,5,8,11,9,7,14,5,6,8,5,8,9,8,3,7,5,3,5,2,6,6,8,9,5,3,5,6,9,11,5,8,6,6,7,7,6,6,5,7,5,5,3,2,2,4,3,7
S01010633,,551,,6,5,7,7,7,8,10,11,10,7,5,5,7,8,6,8,6,1,1,5,4,7,3,10,11,7,3,6,9,11,4,10,10,10,9,6,5,3,8,7,5,5,4,6,2,3,9,7,8,10,8,7,5,10,7,12,9,5,8,6,5,5,4,4,3,7,5,2,3,2,9,3,4,1,5,2,8,4,3,3,2,6,5,4,8,7,5,6,2,6,9
S01010634,,340,,4,5,5,0,0,8,7,5,1,4,7,2,4,1,2,4,2,3,12,1,5,0,9,6,3,8,7,6,9,2,8,1,2,3,4,7,2,7,5,3,6,2,3,5,4,3,9,6,3,3,1,3,5,7,3,4,3,6,1,3,1,10,3,4,2,5,4,4,0,2,2,3,4,4,2,2,4,1,1,2,6,3,5,2,1,2,1,1,0,1,4
S01010635,,401,,1,4,7,3,6,2,7,6,3,1,7,4,6,1,2,4,8,7,1,7,5,5,4,3,2,7,5,8,4,2,7,7,4,5,6,3,6,7,4,7,4,7,3,4,8,9,5,6,8,7,7,9,4,2,7,4,0,4,3,6,3,6,5,2,4,5,5,1,6,5,6,2,8,7,3,3,6,3,3,2,2,4,6,3,0,1,0,3,1,0,1
S01010636,,418,,7,6,0,1,4,4,1,3,2,3,9,3,2,4,10,0,8,4,4,6,3,9,2,1,5,4,1,1,8,5,4,7,14,4,6,6,3,1,3,5,6,4,4,8,4,11,4,4,7,10,1,12,5,5,11,7,3,5,4,12,1,9,4,1,4,7,11,5,3,4,10,2,4,3,5,7,8,6,2,5,1,3,3,4,2,1,0,0,0,0,3
S01010637,,249,,2,1,4,0,5,2,1,0,0,5,0,2,0,1,0,2,1,3,0,5,3,5,9,5,5,7,10,7,5,2,1,8,0,0,0,5,0,3,3,0,5,5,1,2,4,3,4,5,7,2,1,5,3,4,1,1,4,4,6,4,2,1,4,1,5,2,0,2,2,3,6,5,3,3,1,7,1,5,1,2,3,1,0,0,3,0,1,1,0,0,1
S01010638,,435,,3,8,0,3,4,6,0,3,1,3,3,1,1,7,2,0,2,1,4,4,5,2,4,5,5,6,5,7,2,6,8,9,4,0,0,2,5,0,5,4,1,4,6,6,4,0,9,10,8,9,3,0,5,11,5,6,5,10,4,4,8,2,10,3,2,6,8,4,4,9,8,7,5,8,6,4,2,8,7,6,6,4,7,8,5,5,5,7,4,3,14
S01010639,,575,,8,12,7,7,0,6,5,1,8,2,4,7,8,5,4,3,4,6,5,11,8,6,21,9,11,8,9,19,15,10,6,10,4,7,12,8,5,8,6,9,6,8,11,8,3,11,8,8,4,10,4,6,9,7,3,11,2,4,7,4,4,9,8,6,4,6,10,5,5,2,5,4,3,3,4,5,5,5,8,2,5,3,3,2,2,2,3,2,4,1,7
S01010640,,342,,1,6,0,0,0,1,5,3,0,0,1,1,0,5,3,3,2,2,4,4,2,9,9,7,14,9,4,4,5,12,6,3,8,0,1,1,4,4,7,2,10,2,0,6,9,5,8,5,10,9,8,7,3,7,8,6,6,5,2,4,2,4,4,2,4,6,3,1,5,3,5,2,2,1,3,0,3,2,0,5,1,1,5,3,1,0,0,1,1,0,0
S01010641,,492,,6,8,10,6,9,7,9,6,6,9,11,11,1,7,7,4,2,3,6,2,7,6,1,6,13,9,8,10,12,14,12,10,8,15,12,9,3,2,2,13,10,8,6,4,3,6,7,1,8,2,5,6,5,6,8,3,8,5,5,5,5,2,3,4,6,1,2,1,0,0,4,4,1,7,1,3,2,5,5,0,2,3,6,1,3,3,1,0,1,0,3
S01010642,,508,,11,7,15,7,5,4,4,11,9,7,7,4,7,7,6,3,7,4,11,6,5,9,6,4,0,6,3,8,16,9,11,10,9,7,5,10,8,12,5,7,6,7,8,6,13,7,4,7,5,6,4,5,6,8,4,5,8,5,1,3,9,5,5,2,6,8,6,3,1,3,2,6,2,3,5,3,2,5,3,2,2,2,4,0,2,1,2,0,2,1,1
