"Table 1b: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01009584,,277,,2,3,3,2,4,5,6,4,1,3,1,3,3,4,3,3,7,7,4,1,3,1,6,3,4,3,2,5,3,7,5,3,1,5,5,2,2,1,3,2,0,3,5,5,2,2,2,7,4,2,3,3,5,4,3,2,1,4,6,2,3,1,2,4,2,1,4,6,2,6,2,0,5,3,4,3,1,2,2,6,1,1,2,4,4,0,1,4,0,1,0
S01009585,,460,,6,9,6,4,2,3,1,4,9,2,11,10,9,8,5,7,8,8,11,9,9,4,7,5,1,5,1,3,1,12,10,2,0,7,7,8,5,8,7,3,7,3,11,5,6,7,2,4,0,6,3,6,7,4,9,6,10,2,12,9,7,6,8,6,3,9,7,9,5,2,4,2,3,6,2,1,3,1,5,3,1,1,3,1,2,0,0,2,1,0,1
S01009586,,324,,3,1,2,1,4,2,1,3,2,3,2,3,4,3,7,5,5,3,5,5,4,3,0,3,1,9,2,6,4,0,0,4,3,3,6,0,3,4,4,4,3,2,2,2,3,0,3,3,6,1,0,6,7,10,5,2,5,11,4,3,7,7,4,7,4,2,4,3,10,5,6,0,5,12,4,5,6,4,1,2,5,2,1,2,1,4,1,0,4,0,1
S01009587,,364,,5,2,4,1,7,2,4,2,6,5,2,2,1,5,10,4,3,3,0,0,5,4,1,7,5,6,8,1,1,4,4,3,6,1,4,2,1,3,5,4,5,3,0,2,8,1,10,2,7,5,10,6,10,4,6,4,3,3,5,5,4,10,4,5,5,4,5,2,6,8,6,7,3,5,4,3,2,6,4,0,2,4,4,6,2,2,0,4,1,0,4
S01009588,,501,,6,5,1,7,8,12,5,4,4,7,8,7,6,5,4,6,6,5,2,6,4,10,7,2,3,0,4,6,4,4,6,2,6,7,2,8,5,4,5,0,1,17,7,4,5,4,3,10,8,7,11,4,2,9,9,10,7,4,4,9,5,9,3,8,4,9,7,10,6,8,5,6,5,4,5,2,8,6,13,2,4,5,4,4,4,3,3,3,1,5,2
S01009589,,460,,5,5,5,7,7,9,8,4,11,7,7,7,5,7,6,7,7,12,8,6,5,9,0,7,3,7,9,3,4,7,4,4,8,4,6,6,14,5,5,8,3,6,5,8,9,5,8,12,4,3,3,5,4,4,8,10,6,6,3,5,4,6,1,4,7,3,3,3,8,6,1,3,3,3,6,1,0,3,3,1,4,1,1,2,0,0,3,1,1,2,1
S01009590,,347,,4,2,0,3,6,6,2,4,10,3,4,7,2,6,6,4,2,6,4,5,5,3,5,1,3,0,0,4,0,0,0,1,4,5,5,7,11,6,1,4,0,4,5,6,9,8,8,3,5,4,6,3,3,2,8,6,1,4,8,10,6,3,9,7,4,5,2,7,2,6,4,5,5,2,3,2,2,2,5,3,2,2,1,0,0,0,1,2,0,0,1
S01009591,,299,,3,3,0,7,1,2,1,8,1,1,3,5,2,3,6,2,3,0,3,0,0,4,1,4,9,2,2,8,3,3,5,2,1,4,7,2,0,3,5,3,0,3,5,5,4,4,6,10,2,10,4,0,2,6,3,3,7,0,3,3,2,7,8,7,4,4,4,9,5,9,9,5,3,2,2,2,2,6,1,1,0,1,1,0,0,1,1,0,0,0,1
S01009592,,264,,0,1,1,3,1,0,6,3,1,2,2,2,3,3,1,1,1,1,1,1,2,0,2,3,4,4,3,2,0,1,1,1,0,0,3,2,1,0,0,2,1,1,5,0,7,5,7,3,7,4,2,3,5,7,3,3,6,4,4,1,6,2,4,10,3,2,12,4,13,6,6,7,5,5,6,2,4,2,4,3,3,2,3,0,3,1,0,2,1,0,0
S01009593,,303,,2,1,3,6,1,4,7,7,3,3,5,3,1,0,5,5,4,1,3,6,2,0,4,4,5,4,2,0,1,0,1,2,5,5,4,1,1,0,2,5,3,1,0,3,3,6,4,7,5,3,9,9,3,6,11,6,4,3,8,7,5,5,8,2,1,4,6,5,5,1,6,1,2,7,2,4,3,1,0,1,4,1,0,2,0,3,3,0,1,0,1
S01009594,,339,,2,3,3,5,10,1,4,4,3,2,3,4,2,2,3,4,2,6,2,8,7,4,0,2,5,6,2,4,0,1,0,3,2,5,3,2,3,10,1,3,4,5,3,5,8,2,6,8,12,5,6,6,6,5,7,12,6,4,5,7,5,5,6,3,4,5,5,6,11,2,2,5,2,4,1,0,3,1,1,4,1,3,1,0,1,0,0,0,0,0,0
S01009595,,253,,0,2,2,0,3,2,2,5,6,8,3,9,3,2,3,2,6,4,6,0,4,3,3,5,6,0,1,4,1,0,3,4,2,2,3,2,3,1,3,4,2,1,4,4,8,1,6,0,8,5,6,5,6,5,8,5,4,1,5,1,5,1,5,2,6,1,1,7,2,3,2,1,1,2,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
S01009596,,375,,5,8,4,10,4,6,11,4,3,9,13,9,7,3,3,3,2,2,6,7,5,4,4,8,4,7,10,1,5,5,7,9,2,4,4,5,6,3,2,3,4,2,6,3,8,5,3,13,3,2,2,5,8,6,7,2,6,2,3,5,6,4,5,3,5,4,3,3,3,3,3,2,2,4,0,0,3,1,0,1,1,3,1,0,2,0,1,0,0,0,0
S01009597,,416,,6,8,16,3,7,8,12,5,12,7,3,8,6,9,9,13,9,6,8,7,4,6,2,8,8,5,2,0,4,0,3,6,9,7,2,6,5,4,5,6,9,9,6,7,9,2,10,5,5,3,7,0,4,5,0,2,8,4,6,2,5,8,5,5,4,5,4,1,1,3,2,0,1,3,1,1,3,2,0,0,0,1,2,1,0,0,0,1,0,0,0
S01009598,,306,,6,2,6,7,3,6,3,5,4,4,2,5,1,8,2,5,7,2,6,3,6,0,6,5,4,7,4,3,0,1,6,4,5,0,11,2,2,5,6,2,1,3,5,8,7,3,7,1,5,2,3,5,6,8,5,3,7,7,2,4,3,2,2,5,3,6,2,0,1,3,1,3,1,1,2,1,1,1,0,2,0,5,0,1,0,0,1,0,1,0,0
S01009599,,412,,5,7,3,2,5,4,8,6,3,4,7,7,5,4,8,7,4,1,1,4,5,3,5,3,7,4,7,6,10,9,3,4,3,6,4,4,2,3,1,5,6,2,0,2,4,7,9,9,9,11,10,3,5,6,9,8,5,7,6,6,8,10,4,5,0,4,1,10,10,9,10,7,2,2,4,2,3,0,1,1,0,1,0,0,0,1,1,0,0,1,2
S01009600,,275,,4,4,5,4,5,2,0,10,4,1,0,8,5,3,1,3,2,5,3,7,4,1,5,3,4,2,4,5,0,10,9,4,2,1,0,2,7,8,3,0,4,3,2,1,2,1,2,2,6,3,11,0,8,0,5,0,4,5,3,3,4,3,3,3,0,3,3,1,0,3,3,6,4,3,3,2,2,0,0,2,4,1,0,3,0,1,2,0,0,0,1
S01009601,,334,,5,4,4,6,6,8,5,4,3,5,4,4,4,6,11,3,10,4,5,4,7,2,5,3,9,3,10,2,1,8,4,5,4,7,6,0,3,6,0,3,0,5,2,2,1,1,6,8,0,3,2,9,7,2,9,1,5,6,8,3,4,5,3,5,3,8,5,4,1,3,1,1,5,0,2,1,1,0,0,0,1,0,0,2,3,2,0,0,0,0,1
S01009602,,368,,1,5,5,5,7,4,5,3,4,4,2,7,3,6,4,2,6,7,8,10,5,2,2,4,2,0,1,2,3,2,2,0,4,2,1,3,1,2,4,3,2,7,6,5,2,8,10,7,9,7,11,12,4,6,11,8,8,11,7,10,4,4,6,9,6,4,1,4,9,3,4,6,2,1,1,1,2,1,0,1,3,2,0,0,0,0,0,0,0,0,0
S01009603,,271,,1,1,4,4,1,1,3,1,0,3,2,3,4,0,3,5,2,5,8,4,3,0,5,2,3,2,2,1,6,0,5,3,1,1,1,2,2,0,3,4,0,1,3,1,3,4,2,1,8,5,4,3,13,12,5,8,7,11,3,1,8,3,6,1,3,6,5,5,4,4,4,2,1,4,3,1,1,0,2,2,1,1,3,0,1,2,0,0,0,0,2
S01009604,,429,,8,3,7,5,4,4,8,7,9,6,9,5,6,3,7,1,2,1,3,3,3,7,3,4,9,3,9,0,1,4,7,2,4,3,8,12,6,9,2,8,5,6,4,1,6,3,4,2,7,6,3,3,7,12,9,6,6,7,5,8,8,4,4,4,6,6,4,7,6,7,7,2,10,5,7,5,2,2,1,2,0,0,1,0,1,1,5,2,0,0,5
S01009605,,365,,2,7,4,1,2,3,7,8,3,4,6,2,0,3,8,2,8,1,7,5,1,2,4,3,9,5,8,5,5,8,6,6,0,1,4,4,4,6,6,5,2,5,5,2,6,7,6,4,5,5,7,5,6,3,3,5,7,7,4,6,7,3,3,4,0,4,1,5,8,5,5,0,3,6,6,3,3,1,3,6,3,0,4,0,1,0,2,2,0,0,2
S01009606,,347,,9,12,8,4,6,7,8,4,6,3,2,7,3,5,4,5,3,5,0,2,4,1,1,0,1,0,3,7,2,3,1,4,2,3,6,8,11,4,9,8,6,6,6,14,7,1,3,8,6,6,8,10,2,4,2,4,6,6,4,5,1,5,1,1,3,3,5,3,0,0,1,1,5,0,1,0,2,1,0,0,2,2,4,2,0,0,3,0,0,1,5
S01009607,,298,,4,2,3,0,1,4,1,1,1,5,1,4,3,2,2,2,7,3,3,12,2,3,0,0,0,4,2,9,2,1,2,2,2,4,3,6,5,2,5,2,0,7,1,2,5,5,6,4,1,4,5,3,6,9,4,2,9,6,3,7,3,2,3,2,6,2,5,6,3,3,5,5,3,5,3,1,3,6,4,2,0,3,2,1,0,4,0,0,2,2,6
S01009608,,279,,2,2,3,0,3,5,2,2,1,6,4,1,7,0,5,6,6,3,2,2,6,2,6,6,3,2,1,4,3,0,2,4,4,5,3,4,1,0,4,9,2,2,5,7,9,4,5,7,4,2,4,3,5,4,6,7,4,5,5,3,1,0,0,2,4,4,4,3,4,0,2,1,2,4,2,5,2,2,5,0,2,1,0,0,3,0,1,0,0,0,1
S01009609,,417,,1,4,5,10,5,1,6,6,7,5,9,2,3,8,6,4,5,2,7,3,3,4,4,5,0,0,3,0,2,4,4,5,9,2,1,1,3,6,9,7,10,3,10,13,4,14,9,10,2,4,10,6,12,5,4,4,3,8,7,3,5,8,5,1,5,9,2,5,8,6,2,3,4,7,2,4,7,2,2,1,1,2,4,0,3,2,1,0,2,1,1
S01009610,,454,,2,4,1,3,4,5,4,8,3,3,5,2,7,4,8,4,3,4,4,3,2,1,6,1,5,7,5,9,4,4,4,9,4,6,5,9,4,2,7,5,5,7,7,8,7,7,8,8,12,3,6,11,7,8,8,2,7,10,10,0,6,2,7,6,5,3,8,12,14,7,6,1,9,2,2,5,5,7,4,0,5,3,3,0,4,1,2,2,1,1,0
S01009611,,263,,0,1,2,5,0,0,1,6,2,3,4,2,2,5,2,3,1,3,5,1,2,1,6,3,3,0,1,4,2,0,0,1,3,3,4,1,0,0,2,3,2,4,0,3,4,4,9,4,4,3,5,2,5,6,5,5,6,3,7,5,8,5,5,2,3,4,5,4,4,7,4,6,3,5,3,0,1,4,1,1,2,2,3,1,2,1,2,2,0,0,0
S01009612,,271,,3,8,3,2,0,2,1,2,4,3,5,0,3,4,4,4,4,1,3,7,1,3,3,3,4,8,3,4,6,4,6,3,4,0,2,3,1,3,3,1,3,0,0,3,3,7,3,12,6,3,8,7,3,6,2,4,3,5,3,6,2,2,5,0,2,2,2,3,5,0,1,2,1,1,2,3,2,6,0,2,0,2,1,1,1,1,1,1,3,1,1
S01009613,,223,,0,0,1,0,1,3,1,4,2,3,3,0,0,2,4,1,5,1,5,4,0,5,3,2,2,1,3,4,2,1,0,1,2,0,0,1,1,4,1,3,6,4,4,2,3,2,0,4,1,5,6,6,3,3,0,7,3,5,8,4,5,2,6,3,5,3,4,10,4,4,2,3,3,2,3,2,2,0,1,0,3,0,1,0,0,1,0,1,0,1,0
S01009614,,267,,0,2,2,4,3,4,2,6,2,3,3,1,1,0,5,1,6,2,1,2,2,2,5,1,3,3,0,0,5,1,1,1,1,2,3,2,3,1,1,1,1,5,3,3,4,2,4,4,3,4,11,1,3,5,6,3,9,11,7,4,1,0,4,6,10,7,4,1,8,3,5,3,3,0,2,4,4,6,3,0,1,1,1,1,3,1,0,1,2,0,1
S01009615,,207,,2,0,1,2,2,4,0,1,1,2,1,1,4,1,2,1,3,3,1,3,3,2,5,4,3,4,3,3,1,3,1,5,2,1,3,1,2,1,0,1,2,0,1,2,7,2,7,1,5,8,1,3,5,1,3,1,2,0,1,5,3,4,2,2,2,1,4,1,0,3,5,7,3,2,2,7,2,1,4,3,1,1,0,2,1,1,0,0,3,0,0
S01009616,,345,,4,4,4,3,2,5,6,6,4,1,3,1,2,6,0,3,5,3,2,4,3,5,5,1,2,6,5,4,1,0,10,4,4,12,6,4,1,3,2,6,3,5,1,5,8,4,1,9,3,6,5,5,8,3,6,8,4,13,4,6,5,2,4,3,6,6,7,1,7,7,6,2,6,2,2,0,3,1,2,4,1,1,2,2,0,0,2,0,0,0,2
S01009617,,390,,7,1,3,3,8,4,3,4,4,6,7,9,6,5,4,5,3,3,2,4,2,5,4,6,4,3,3,2,6,4,4,1,0,3,6,1,4,4,2,3,7,10,4,5,7,12,9,1,6,7,7,7,10,5,4,10,7,9,5,9,7,6,4,4,9,4,6,4,7,3,5,4,3,3,2,4,1,5,0,1,1,1,1,1,2,0,0,1,0,0,2
S01009618,,322,,4,2,2,2,3,2,3,0,2,4,3,1,4,0,3,4,8,5,5,2,1,6,3,5,0,2,1,7,3,0,4,3,7,6,3,5,7,5,3,3,3,6,7,1,8,6,1,5,8,7,4,4,2,4,3,9,4,4,4,3,2,6,7,11,5,7,4,2,9,2,3,4,6,2,2,3,3,4,2,4,3,2,0,1,1,0,0,0,0,1,0
S01009619,,285,,2,2,1,7,1,6,4,2,3,2,4,1,2,3,4,1,7,2,1,2,4,4,3,4,5,2,4,1,2,8,5,2,4,4,3,6,0,0,5,7,1,6,4,1,0,6,3,4,4,5,0,1,13,5,2,6,5,4,3,1,5,4,0,2,2,8,5,4,2,6,1,2,4,5,2,5,0,3,3,3,3,3,1,1,5,1,1,0,0,0,0
S01009620,,367,,4,6,6,1,3,6,1,1,3,3,2,3,5,6,3,4,4,6,5,4,0,6,6,4,3,6,5,3,3,1,8,2,7,8,5,2,4,4,0,4,5,1,4,2,6,5,6,6,8,0,13,2,4,2,2,0,6,8,10,6,4,8,8,4,9,5,7,6,8,8,4,1,1,4,0,2,2,3,0,4,2,1,5,3,3,1,5,0,0,0,6
S01009621,,375,,4,1,6,4,3,5,3,4,0,6,5,1,3,4,1,4,2,8,1,10,0,2,6,3,0,2,12,2,5,3,2,2,2,5,4,3,2,7,8,10,3,4,1,9,0,7,5,7,2,3,4,3,9,8,6,6,3,12,4,7,3,5,8,9,7,4,10,4,11,8,4,5,5,8,4,2,3,1,0,1,0,0,1,2,1,2,2,2,5,0,0
S01009622,,340,,7,7,4,4,8,4,9,6,6,3,2,2,5,3,1,2,3,2,5,7,3,2,8,1,5,3,1,7,6,2,3,7,0,4,8,2,3,6,8,3,2,7,3,2,6,4,6,7,3,7,11,5,8,8,9,1,7,4,4,5,3,6,1,5,0,4,8,5,4,2,2,2,3,2,0,1,1,2,0,3,0,1,1,0,0,0,0,1,0,1,1
S01009623,,192,,2,1,0,2,3,1,3,2,1,2,4,7,0,3,2,0,2,2,0,4,1,1,1,0,3,1,1,3,4,0,1,0,4,6,0,3,1,0,2,0,0,2,3,3,2,5,3,6,3,1,0,6,4,4,2,4,2,1,2,5,6,7,5,4,0,1,5,4,1,1,4,2,1,3,1,1,3,0,1,1,1,1,2,1,1,1,2,0,0,1,0
S01009624,,415,,0,6,6,5,3,5,6,3,3,3,5,4,3,3,4,7,4,6,4,5,6,8,7,10,10,7,8,5,4,3,8,3,1,5,4,3,1,2,3,2,7,2,6,4,5,1,3,2,3,10,5,6,3,5,8,8,4,3,6,7,10,5,1,11,6,7,9,8,5,3,4,3,8,6,4,4,5,8,3,4,1,4,3,1,4,1,2,0,1,1,0
S01009625,,378,,4,4,9,10,9,2,2,4,6,7,5,5,5,3,4,8,6,5,1,7,9,2,3,10,6,16,4,4,4,6,2,7,10,2,1,4,4,8,3,1,2,2,6,2,10,3,5,2,14,4,2,11,1,5,0,6,8,5,8,2,3,3,6,2,2,2,6,0,3,1,3,4,3,3,3,1,4,1,1,0,3,2,2,2,3,1,1,2,0,0,1
S01009626,,281,,4,10,5,2,13,5,5,5,4,4,6,0,5,5,2,5,4,4,7,12,5,8,2,3,6,7,7,5,1,2,0,0,1,1,3,3,4,0,3,4,1,0,3,5,1,0,3,5,5,6,5,1,1,4,5,5,0,0,3,2,1,2,2,3,4,1,4,4,0,3,3,4,4,2,3,1,1,2,2,2,1,1,1,0,0,0,0,0,0,1,2
S01009627,,387,,2,4,5,9,3,6,5,3,4,9,7,5,5,7,11,8,2,7,10,4,6,9,6,2,5,9,5,0,0,5,3,4,1,6,3,5,1,5,4,0,3,5,5,6,7,6,4,9,8,3,2,7,8,10,3,3,5,5,4,6,6,4,5,2,5,8,3,2,6,1,2,4,4,2,3,5,2,1,3,2,1,3,3,2,0,1,0,0,0,1,2
S01009628,,228,,3,2,0,3,1,4,4,1,1,3,0,4,0,2,1,4,0,1,2,0,2,3,2,0,1,4,1,0,2,4,3,1,3,1,2,0,1,2,3,1,1,0,1,3,0,2,1,1,0,2,4,6,2,2,4,7,0,5,2,3,5,2,3,3,2,7,4,4,4,3,1,2,3,5,10,7,6,5,7,5,3,3,3,1,2,2,0,2,2,2,2
S01009629,,503,,5,9,4,7,6,6,16,9,6,10,8,6,4,2,8,7,3,10,8,9,8,12,9,5,8,9,3,5,4,4,4,5,1,6,12,8,12,5,2,5,4,8,7,8,8,11,8,3,8,5,10,4,6,7,10,10,8,8,3,8,1,4,4,3,7,4,1,4,5,4,4,7,2,3,2,2,0,6,4,3,2,3,0,5,1,3,0,0,2,2,1
S01009630,,328,,4,6,2,8,1,4,9,8,5,3,3,3,1,2,4,5,6,9,2,9,7,6,4,2,1,5,6,1,2,2,3,5,5,4,2,1,3,2,3,2,7,5,6,6,8,0,3,4,7,9,0,7,6,2,4,5,6,3,3,4,2,8,4,3,2,5,5,4,10,1,5,4,3,0,0,0,1,2,1,2,2,0,1,0,1,1,3,0,0,1,2
S01009631,,356,,3,3,2,3,2,3,3,2,7,7,1,1,4,1,1,3,3,0,4,3,1,2,4,5,5,4,6,7,2,6,8,4,5,6,4,10,6,5,3,3,7,2,4,4,10,5,3,6,11,2,6,4,7,16,4,3,6,3,7,5,7,5,2,5,5,4,5,5,10,5,7,4,4,3,1,2,0,4,3,0,0,1,1,1,2,1,1,0,0,0,1
S01009632,,269,,4,6,6,4,4,8,1,4,4,5,4,5,1,1,2,3,1,2,2,2,3,1,2,1,4,7,1,0,3,5,4,0,4,6,6,5,4,3,2,7,9,3,2,1,2,2,2,4,4,5,6,4,0,4,4,2,5,4,4,5,5,3,4,1,3,2,5,2,1,4,7,0,1,4,1,4,1,0,0,1,1,2,1,0,3,2,1,0,0,1,0
S01009633,,374,,6,2,6,10,8,8,6,10,8,4,4,8,3,2,2,12,5,9,3,6,3,1,4,11,7,6,3,2,0,8,2,4,2,0,5,9,11,3,4,3,7,5,1,6,2,4,7,1,4,8,9,7,6,6,4,9,1,5,4,5,4,3,1,3,1,1,3,2,9,4,5,2,0,2,0,2,1,2,1,0,2,3,3,0,1,0,3,0,0,0,5
S01009634,,248,,6,1,4,3,2,1,3,0,0,3,7,2,1,3,1,3,3,0,1,1,3,4,5,0,4,4,0,6,6,2,2,1,0,4,1,0,1,3,1,3,1,0,4,0,9,4,2,5,0,1,4,3,3,0,5,5,0,1,3,1,6,4,1,2,2,1,6,4,5,3,6,8,2,2,4,4,5,3,2,7,0,5,2,6,1,2,1,2,1,2,3
S01009635,,386,,1,5,2,2,4,5,1,4,2,6,4,3,4,8,3,2,5,6,2,1,2,3,1,9,7,5,5,2,5,3,5,9,2,1,2,3,9,5,5,5,6,6,7,0,4,6,10,6,13,4,1,5,6,11,3,11,10,5,4,5,5,9,3,4,5,5,13,7,9,3,3,3,4,4,1,4,1,3,1,3,2,0,0,3,1,1,2,0,1,2,3
S01009636,,439,,11,8,4,9,7,11,5,2,5,0,9,1,1,1,2,4,1,3,2,5,7,4,4,5,12,8,6,8,3,11,8,2,3,8,8,6,2,5,4,9,2,2,5,5,7,8,2,10,12,11,15,4,4,7,5,10,12,5,4,9,4,7,5,4,6,3,5,4,3,5,2,3,3,4,1,5,1,2,2,2,3,2,1,2,2,1,0,1,0,1,2
S01009637,,343,,4,0,4,5,9,2,3,2,4,2,7,0,7,0,4,3,6,6,5,6,1,3,3,5,4,0,3,4,1,3,1,4,1,1,7,0,2,6,3,4,9,7,6,3,3,5,6,3,9,7,5,4,2,8,9,5,7,5,2,6,6,2,6,1,9,2,2,8,7,5,6,3,2,3,2,2,4,2,4,0,4,2,2,2,0,1,0,1,2,4,3
S01009638,,387,,6,2,10,9,4,13,6,9,3,8,12,7,4,6,5,10,10,10,10,4,2,5,8,4,6,6,0,4,8,4,5,7,6,2,9,2,3,6,3,7,0,7,5,0,7,6,10,4,4,7,4,1,2,7,5,4,0,3,5,4,0,2,4,3,3,4,0,7,4,3,0,5,3,4,3,2,0,2,1,0,2,0,0,1,3,0,0,0,0,0,1
S01009639,,403,,1,2,2,3,4,4,3,4,4,4,0,5,4,8,5,6,2,2,5,5,4,8,0,6,3,6,1,6,4,2,2,5,0,1,2,3,3,3,4,4,1,3,5,2,9,7,5,3,9,7,7,9,2,9,6,13,2,8,4,7,4,6,5,6,3,5,5,7,9,8,5,5,5,5,5,6,5,7,5,3,6,6,2,1,3,3,6,1,3,2,3
S01009640,,298,,5,3,3,1,0,2,0,2,2,3,4,2,3,1,1,3,2,0,0,0,8,10,2,1,4,3,2,5,7,3,7,1,1,6,4,1,3,4,8,6,4,4,2,6,5,2,4,3,0,7,3,2,5,6,3,4,4,6,2,5,8,5,5,2,3,1,1,4,8,4,4,1,8,2,0,3,3,1,5,2,3,2,2,3,1,3,1,2,5,1,5
S01009641,,343,,3,1,6,4,5,2,3,1,4,5,2,4,3,5,2,0,1,5,5,4,2,4,0,5,6,5,5,7,0,5,2,3,1,7,6,4,5,6,1,0,2,0,3,7,9,2,2,8,7,0,12,4,4,5,6,3,5,6,5,4,8,1,7,5,1,10,7,7,0,4,5,1,6,4,3,5,1,6,2,2,5,2,3,3,3,0,3,0,1,1,4
S01009642,,421,,7,7,4,4,5,4,2,9,3,2,5,3,3,6,3,5,2,3,2,5,4,5,9,3,4,0,4,7,4,4,7,1,10,11,5,9,1,5,5,5,3,2,9,1,6,6,12,11,7,13,2,7,9,7,7,11,5,6,7,10,5,6,3,6,7,4,8,4,3,1,2,6,4,7,0,6,1,4,3,3,2,1,0,3,1,1,0,0,1,0,1
S01009643,,408,,9,10,7,4,5,6,8,7,8,2,8,5,4,7,7,3,8,9,4,2,1,3,2,2,1,4,2,8,8,11,2,9,6,16,7,6,13,8,6,3,5,6,10,5,7,6,4,5,11,5,3,5,6,8,6,9,9,4,7,1,4,3,0,5,3,1,1,2,2,2,4,2,2,0,3,1,1,0,0,1,0,2,0,0,1,0,1,2,0,1,1
S01009644,,371,,1,3,2,5,1,3,6,6,4,2,10,7,0,2,7,3,7,5,5,9,6,3,6,2,7,8,4,6,1,7,0,2,6,2,4,9,5,4,6,4,3,2,2,9,2,5,9,8,11,8,6,6,5,1,4,3,5,5,3,4,4,6,5,4,5,2,5,7,1,4,4,2,7,3,3,0,5,3,4,3,2,4,0,3,2,0,0,1,0,0,1
S01009645,,276,,3,4,1,1,3,0,5,2,6,2,4,0,0,2,7,4,5,3,0,1,3,1,1,9,4,0,0,3,3,7,3,2,2,3,5,3,6,2,2,7,2,7,6,3,8,3,5,4,5,4,8,2,3,1,2,2,4,4,3,3,1,3,7,1,2,3,7,4,7,4,1,3,2,4,3,5,1,3,1,1,1,3,3,2,1,2,0,0,2,0,1
S01009646,,252,,3,2,6,3,9,4,6,5,6,4,0,3,3,1,2,0,1,7,6,1,3,2,4,1,3,10,4,0,2,0,4,0,3,3,0,5,0,2,4,2,3,4,1,1,4,4,4,1,0,6,8,1,4,3,5,4,2,3,3,5,2,2,4,1,4,3,3,0,2,4,5,1,2,4,4,2,2,4,1,2,0,2,1,1,0,0,2,2,2,0,0
S01009647,,292,,5,4,5,3,5,6,4,6,1,5,2,0,1,0,4,6,2,3,3,1,2,7,3,1,1,3,6,2,1,6,2,0,6,3,5,6,4,2,1,0,2,4,12,6,0,6,3,3,6,7,5,3,5,3,3,4,3,7,3,4,1,2,2,5,1,5,2,2,5,5,3,7,4,1,1,4,3,0,1,1,4,0,3,0,2,1,1,1,2,3,4
S01009648,,394,,5,11,2,6,3,5,7,2,4,6,5,3,3,7,7,8,2,6,8,8,7,2,1,7,6,4,6,4,3,1,3,1,6,3,2,9,0,3,5,3,6,7,4,4,4,5,5,3,8,8,6,13,4,8,9,6,1,6,6,6,0,4,2,0,2,5,5,5,5,2,8,6,3,3,3,3,2,6,4,3,1,7,2,0,2,0,4,3,0,0,1
S01009649,,476,,6,3,2,9,7,3,9,5,9,3,10,8,3,3,7,9,6,4,7,2,7,8,6,6,5,7,4,6,12,7,4,5,5,1,0,3,4,0,4,5,7,5,8,7,2,14,4,8,12,13,6,10,14,8,5,9,3,7,5,4,7,4,1,7,8,6,3,5,8,6,8,3,6,4,4,8,6,2,1,0,2,3,2,1,2,0,0,1,1,0,2
S01009650,,375,,0,1,3,3,2,0,1,3,2,4,3,3,3,1,2,3,4,10,5,0,6,3,0,3,3,3,10,0,3,2,3,6,1,3,0,2,2,2,0,1,2,3,3,2,3,4,5,6,3,8,4,5,8,4,0,10,6,8,8,10,2,11,7,4,9,6,9,12,12,4,3,7,7,4,8,5,3,10,5,6,4,4,3,6,0,4,5,2,2,0,3
S01009651,,411,,2,3,6,2,2,7,8,5,2,2,1,3,3,5,6,5,4,4,4,7,2,2,6,6,3,4,2,3,3,0,3,2,2,0,4,1,0,0,2,2,3,3,8,5,7,4,4,5,8,8,0,13,9,8,8,10,9,5,10,7,9,7,7,8,7,8,7,9,3,2,5,2,6,12,4,1,4,6,3,5,5,2,5,4,3,1,2,3,2,2,5
S01009652,,357,,1,0,1,1,0,2,1,3,2,0,5,2,0,3,4,3,2,5,2,3,7,2,0,1,4,3,2,0,1,4,1,0,1,2,1,1,3,4,5,1,2,4,3,5,6,1,3,6,7,9,6,5,8,2,5,6,7,9,9,7,10,10,5,11,4,3,10,4,10,9,5,8,7,4,3,4,6,6,5,2,8,2,2,2,0,3,5,3,4,4,5
